Star_Index,RA,DEC,Offset_MCPS_APASS_4380A,Offset_MCPS_APASS_5450A,Offset_SMASH_APASS_4600A,Offset_SMASH_APASS_5600A,Offset_MCPS_SMASH_4600A,Offset_MCPS_SMASH_5600A,choose_MCPS,choose_APASS,choose_SMASH
592,78.507998,-67.451942,0.001130654264414943,-0.003458011745792078,,,,,1,1,0
593,78.518418,-67.264061,-0.1213091780827984,-0.04380982311202608,,,,,1,1,0
594,78.546107,-69.543488,-0.09473508400395936,-0.26246950452460105,,,,,1,1,0
595,78.56421,-68.978951,-0.10496750480008465,-0.06314839795761706,-0.4323283255636028,,0.1816585909421793,,1,1,0
596,78.578573,-67.263702,-0.1564479295188832,-0.05894869439091366,,,,,1,1,0
597,78.870786,-66.810394,-0.19974355764922436,0.3220458069512375,,,,,0,1,0
598,78.901303,-69.431702,-15.537565402008152,-14.08806715734708,-15.478686887831607,,0.20569627021190762,,1,1,0
599,78.933622,-68.991867,-0.14912040658757775,-0.08423038949113604,-0.07386826368428778,0.04779301019510385,-0.18147098515733084,-0.13476070206564827,1,1,1
600,79.075968,-67.240059,-0.10463002932720755,-0.06114056692392822,,,,,1,1,0
601,79.170383,-69.656197,-16.993330700211743,-15.632875367117542,,,,,1,1,0
602,79.386792,-69.752083,-0.1743927926739648,-0.07276068563747451,,,,,1,1,0
603,79.434664,-69.342567,-0.09807493742664342,-0.01874611708564622,,,,,1,1,0
604,79.554313,-69.874611,-0.17528870233355498,-0.08344440116991869,,,,,1,1,0
605,79.557173,-68.49041,-0.07147116780657647,0.0807797689385179,,,,,1,1,0
606,79.579719,-68.718452,-0.18925579560111316,-0.09361250036670477,,,,,1,1,0
607,79.593344,-69.545151,-12.912988242726714,-12.7523079755771,,,,,1,1,0
608,79.594847,-69.488861,-0.041328247778643856,0.004244134143982947,,,,,1,1,0
609,79.604903,-69.686317,-0.1639666208191617,-0.07442451384263471,,,,,1,1,0
610,79.712597,-72.120125,-0.15816784947252494,-0.031150297911594294,,,,,1,1,0
611,79.815808,-68.934425,-0.08499321168705265,-0.04059466247954724,,,,,1,1,0
612,79.846065,-65.858719,,,,,,,1,0,0
613,80.009071,-68.063393,0.013528549118875688,0.06169248982557818,,,,,1,1,0
614,80.035374,-68.918663,-0.13004676619590327,-0.07714454929885584,,,,,1,1,0
615,80.095831,-69.038193,0.7963428075697152,0.3228886901772885,,,,,0,1,0
616,80.105058,-69.498871,-0.1377733256229554,-0.032394651124521445,,,,,1,1,0
617,80.180023,-69.487755,-0.10581355004755366,0.06635168337815323,,,,,1,1,0
618,80.265148,-68.048332,-0.20041326842321006,-0.009252151958445864,,,,,1,1,0
619,80.313532,-69.444946,-0.06710872362298304,-0.3593891588874154,,,,,1,1,0
620,80.325135,-69.513069,-0.28354754277871486,-0.41783716946916094,,,,,1,1,0
621,80.325806,-66.908684,-0.1443829393642062,0.012216930546996352,,,,,1,1,0
622,80.54487,-69.096001,-0.14228887207842966,-0.06017392438492131,,,,,1,1,0
623,80.574008,-69.353386,-0.12362968983745581,-0.061362006397860824,,,,,1,1,0
624,80.590077,-69.404907,-0.08951142900923337,-0.03233340624892733,,,,,1,1,0
625,80.629679,-65.371346,-0.04587043547867786,0.03827038440097752,,,,,1,1,0
626,80.637892,-68.277718,-0.1393826426910536,-0.05499227244569482,,,,,1,1,0
627,80.648671,-68.899925,-0.1633010950171716,-0.04719028394985436,,,,,1,1,0
628,80.743821,-65.801697,0.010281572485538959,0.019340192917324472,-0.15650439057445809,,0.06449310902802452,,1,1,0
629,80.802722,-68.781891,-0.14472938416591852,-0.04496072818853847,,,,,1,1,0
630,80.84795,-69.656616,-0.18897618197278732,0.06886537319975616,,,,,1,1,0
631,80.906945,-68.777267,-0.06045736450499284,0.01673775150943868,-0.377142408807865,,0.03444406072353878,,1,1,0
632,80.984144,-65.937645,-0.09411629212865336,-0.06662144558849015,-0.5637800259397849,,0.19617990589565615,,1,1,0
633,80.987903,-69.777115,-2.9484467145116895,-2.5753975798925683,-14.692435396058753,-5.052983918349337,0.13820461837009645,0.006467013002104949,1,1,1
634,80.988021,-69.776245,-2.024984343254207,-1.3971458917501298,-13.760695983301575,-4.041752340552389,0.1836760798644157,0.12571764342962233,1,1,1
635,81.00443,-71.160744,-17.68666707386444,-16.520845290392508,-18.053770400605373,-16.7648798287113,0.5724493686144179,0.30133095133713894,1,1,1
636,81.007614,-69.85527,-15.64280124392432,-14.17497311647391,-15.750937220759727,,0.3762939947567965,,1,1,0
637,81.067416,-69.658638,0.015154529475779555,0.10775792409041784,,,,,1,1,0
638,81.086366,-67.662697,-0.2129990925862959,0.01641250020124474,-0.6018781762755765,,0.13493558553611606,,1,1,0
639,81.107683,-69.514938,-15.658617473864439,-13.98551449752455,-15.617731829377814,,0.2700603973868585,,1,1,0
640,81.121322,-72.285049,-0.9011612341532871,-0.1464523124943593,-1.049321900460784,,0.10913900289676093,,1,1,0
641,81.135044,-68.498512,-0.13489068506783575,-0.02225005353957421,,,,,1,1,0
642,81.156232,-69.532639,-0.05148779355656785,0.1735002140540267,,,,,1,1,0
643,81.184848,-69.630096,-0.0644088348724452,0.5035765063361151,,,,,0,1,0
644,81.271244,-72.03624,-0.04442163608491079,-0.022878484687405276,-0.3043388302755936,,0.13849475813169576,,1,1,0
645,81.279504,-66.04464,-0.0481947995148726,-0.30342562335611056,,,,,1,1,0
646,81.284448,-67.644135,-0.19378992210740797,0.8227505961921615,,,,,0,1,0
647,81.294778,-66.265808,0.011775418199574617,0.05623421137876328,,,,,1,1,0
648,81.320819,-69.582993,-13.654843811588988,-13.139259100898917,,,,,1,1,0
649,81.351781,-66.568855,-0.09882615453188848,-0.02760434642388354,,,,,1,1,0
650,81.353718,-69.862534,-15.58617809661893,-14.237807745593646,-15.499564890834563,-14.038720102804934,0.15688373429270897,-0.15405701398200122,1,1,1
651,81.401093,-69.037949,-1.2538635632598396,-0.42547983957233804,-1.4226881470815886,-0.4207313897548861,0.19189486753413476,0.02025065731250919,1,1,1
652,81.40648,-65.975014,0.10531752782647352,-0.05024175964913624,,,,,1,1,0
653,81.421781,-69.241486,-0.08334067647955123,-0.025208480160918256,,,,,1,1,0
654,81.460458,-66.405823,-15.663618613984196,-14.061288819871912,-15.515311784914415,,0.14746316489950928,,1,1,0
655,81.495743,-66.038406,-0.11557707196847744,-0.20706867598663514,,,,,1,1,0
656,81.505768,-66.761322,0.005115514162485013,0.08232388062366702,,,,,1,1,0
657,81.574316,-66.050484,-13.768025301409349,-13.30963490663956,-13.81827173707488,-13.306396922830265,0.10910145957494422,0.01850682028313777,1,1,1
658,81.600296,-68.04702,-0.16586912485327687,-0.06091884481954146,-0.6634986367632525,,0.333482337734166,,1,1,0
659,81.662074,-69.423714,-0.06662893050252272,0.027474553605300045,,,,,1,1,0
660,81.681947,-65.962448,-0.027097528948313965,0.13652386275671802,,,,,1,1,0
661,81.721598,-69.044411,-0.07959014439236434,-0.02876293741729974,,,,,1,1,0
662,81.732915,-69.980225,-0.41590744606692986,-0.1884188946153582,-1.5127219153519444,,0.9524567583663153,,1,1,0
663,81.74923,-69.082756,-0.10334415173252509,-0.0509745215366344,,,,,1,1,0
664,81.76531,-66.011261,-0.31678487638148667,-0.2558041904327535,,,,,1,1,0
665,81.775145,-66.746681,-15.074394364882403,-13.338657055323864,,,,,1,1,0
666,81.879173,-66.582611,-0.1844726534546357,0.021872983767128318,,,,,1,1,0
667,81.953638,-66.03801,-0.12347458816586077,-0.24974270084875094,-0.25505721565497375,0.03151379869686011,-0.005769358898497501,-0.25577518442542413,1,1,1
668,81.97569,-68.328835,-18.20569729182851,-16.30296539286291,-18.93606038150525,-17.21745131238185,1.0881019459214798,1.0212287751404467,1,1,1
669,81.978051,-68.328995,-18.37319900200815,-16.580108257306833,-18.543852661512332,-16.862482114976164,0.5056284438926362,0.387296010946919,1,1,1
670,82.070179,-69.104988,-0.14988980864698043,-0.06869684000738552,,,,,1,1,0
671,82.091548,-67.296677,-0.6532532033068055,-0.36211961515687463,,,,,1,1,0
672,82.110799,-66.517159,0.07287506971143642,-0.04247838902310974,,,,,1,1,0
673,82.133568,-69.200859,-0.5769283498870923,-0.3292619876380307,,,,,1,1,0
674,82.140347,-69.147591,-0.6296888461650099,-0.3676725491377333,,,,,1,1,0
675,82.148558,-69.028488,-0.5665300214224338,-0.33323888200552787,,,,,1,1,0
676,82.166598,-69.050812,-0.5961970922831927,-0.33635720896619503,,,,,1,1,0
677,82.185051,-69.228806,-0.5847470545125795,-0.34496537128302407,,,,,1,1,0
678,82.187213,-71.970413,0.0797315555764353,0.1708310580294139,,,,,1,1,0
679,82.194611,-69.431656,-0.2154699360150758,-0.044273219512778184,,,,,1,1,0
680,82.256902,-66.649391,-15.755867188834497,-14.061578257242948,-15.56717457157255,,0.12604743658758366,,1,1,0
681,82.258115,-66.221855,-0.13378778674537273,-0.3307862348273485,,,,,1,1,0
682,82.267326,-69.355209,-15.555826709792582,-13.93980769448621,-15.366222527621204,,0.10932748844462203,,1,1,0
683,82.282834,-66.600044,-15.47299432655905,-13.917247515482423,-15.298763462956986,,0.11205410042710895,,1,1,0
684,82.339233,-66.535522,-0.18020600018053834,-0.08461696421954912,-0.6087802239188242,-0.2279629565282839,0.14265743147854515,0.11881122432997238,1,1,1
685,82.349941,-69.471077,-0.2451543678065793,-0.14227803256823002,,,,,1,1,0
686,82.49221,-69.386147,-0.18387809494287488,-0.10169468344982135,-0.37027657047385887,,0.09029403474695386,,1,1,0
687,82.510236,-65.933891,-0.5778531000096656,-0.3354343904416357,,,,,1,1,0
688,82.555391,-69.353394,-2.168273519319939,-1.2234888413762999,-11.321660345805952,,0.07884596821437562,,1,1,0
689,82.580741,-65.90361,-15.2421839888345,-13.376450328946675,-14.939336178557998,,0.04709224357303121,,1,1,0
690,82.606141,-66.959465,-0.03845263884564076,-0.04901021365279057,,,,,1,1,0
691,82.612863,-67.102829,-0.15089035161662423,0.0608827962198113,-0.6438111888705098,-0.1610949085671134,0.2547403936368138,0.20921856989897414,1,1,1
692,82.623667,-66.622704,0.8177918689269017,0.9533351103394967,,,,,0,1,0
693,82.656436,-69.722893,0.09326415366561491,0.15567828423361796,,,,,1,1,0
694,82.657663,-68.410896,-0.06275285591224922,-0.06566892751222575,,,,,1,1,0
695,82.66349,-69.119286,-0.5837134261029018,-0.20025910413711756,,,,,1,1,0
696,82.67394,-69.192993,-0.2673191162649964,-0.1975335696360343,,,,,1,1,0
697,82.684413,-68.60955,-0.1630476149202913,-0.1053252931179891,,,,,1,1,0
698,82.71537,-67.028183,0.0321041459866791,0.04208648919269642,,,,,1,1,0
699,82.717271,-68.693733,-0.1640460511990991,-0.10443971331986113,,,,,1,1,0
700,82.751967,-69.18647,-13.47395935649917,-13.240567285115667,,,,,1,1,0
701,82.791314,-67.030815,-0.6676658907141135,-0.32477931070083343,-1.064773620437899,,0.18909318557328803,,1,1,0
702,82.840846,-70.957069,-0.9475017965342296,-0.23027023048991602,-1.3821580216939129,,0.35289884014005146,,1,1,0
703,82.869474,-71.389946,-0.07943119723853087,0.030684712255963476,,,,,1,1,0
704,82.910079,-67.469894,-0.4106466120466443,-0.3000198820593898,,,,,1,1,0
705,82.956683,-71.060585,0.056562331511411656,0.006803273096284812,,,,,1,1,0
706,82.982888,-69.023308,-0.15869491371228328,-0.08878677793619971,,,,,1,1,0
707,83.015543,-66.657982,0.7043364705940416,0.7448339422528303,,,,,0,1,0
708,83.069673,-66.395912,-15.579535375660845,-13.983713653613043,-15.635063160152098,-14.117886015089281,0.35003310780186325,0.20589065358717384,1,1,1
709,83.086202,-68.846603,-0.1483002462927825,-0.08633633774361726,,,,,1,1,0
710,83.117512,-69.606491,-0.1275639184284092,0.030890064271916984,-0.4430481093334162,,0.16562061231717884,,1,1,0
711,83.150667,-69.017799,-0.7067238258532722,-0.5002348260658493,,,,,1,1,0
712,83.15235,-70.806839,0.04087092303902473,0.0697762855576034,,,,,1,1,0
713,83.187091,-66.874779,-0.03689133183385884,-0.03807044917838809,,,,,1,1,0
714,83.242337,-67.555969,-0.12976368487467305,-0.08469667969248285,,,,,1,1,0
715,83.25456,-69.374802,-0.16981080338999988,-0.10297626527846937,,,,,1,1,0
716,83.291798,-67.733246,-0.08129325976955037,-0.027336750292743517,,,,,1,1,0
717,83.371852,-67.338905,-0.14333055419310803,-0.0580341979554575,-0.6149995202050729,,0.11088851744201733,,1,1,0
718,83.400133,-67.500008,-0.17026577583914637,-0.10096506501255575,,,,,1,1,0
719,83.401523,-69.386848,-0.256722656777022,-0.009406531410544261,,,,,1,1,0
720,83.437062,-67.000183,-0.331144619458124,-0.24342926721099367,,,,,1,1,0
721,83.475324,-68.799622,-0.17274968413174463,-0.1276721860574579,,,,,1,1,0
722,83.492801,-68.694839,-0.1733823032012971,-0.1300524150670146,,,,,1,1,0
723,83.504781,-70.712234,0.0025629684350843007,0.008899249527496877,,,,,1,1,0
724,83.535131,-68.717476,-0.1736053693667312,-0.14609987305390604,,,,,1,1,0
725,83.546271,-69.42907,-0.15983884617094013,-0.05151969314600002,,,,,1,1,0
726,83.578245,-69.438858,-0.20823951614018554,-0.09022440935537013,,,,,1,1,0
727,83.579468,-67.108109,-0.17827698862944885,-0.1406035892694586,,,,,1,1,0
728,83.666828,-67.502647,-0.33589515109360235,-0.1371201370209949,,,,,1,1,0
729,83.724042,-69.133911,0.16172286430587235,0.1432722166390814,-0.48826577490428136,,0.30079507741256784,,1,1,0
730,83.728128,-67.71991,-0.16518634545920996,-0.08064628557493414,,,,,1,1,0
731,83.805197,-69.24292,-0.19288333967920757,-0.09521592136940349,,,,,1,1,0
732,83.863142,-69.231224,-0.10096911889794669,0.02381375679170894,,,,,1,1,0
733,83.899876,-69.118477,-0.15980847505609752,-0.11397982043936317,,,,,1,1,0
734,83.900594,-68.534393,-1.082934439639093,-0.5045378770101259,,,,,1,1,0
735,83.935222,-66.882256,-0.0516072740992044,-0.08412914619170131,,,,,1,1,0
736,83.955935,-66.700485,0.02299485448729932,0.14409927835996683,-0.6409652851894467,,0.4801288042948144,,1,1,0
737,84.059698,-69.191147,-13.676317775660845,-13.268033321031414,-13.659060417486126,-13.246946715354131,0.03084796513589083,0.02106922995482563,1,1,1
738,84.073025,-68.963707,-0.6486541512867738,-0.9116526595311232,,,,,1,1,0
739,84.080953,-68.224899,-0.23665438201141953,0.032119374752955565,-0.5525057231455044,,0.060862842163697195,,1,1,0
740,84.223679,-70.35643,-0.040905415927705135,0.09285046855340973,-0.3005782586410284,,0.13252103363857692,,1,1,0
741,84.236771,-69.271767,-0.21557191738236625,-0.11514991918175888,,,,,1,1,0
742,84.26094,-69.643074,-0.00815488307975265,0.22533873389598114,,,,,0,1,0
743,84.266308,-69.167656,-0.0649571858330571,-0.04234863669425337,,,,,1,1,0
744,84.289308,-69.324539,-0.23408695460320672,-0.12579563120001325,,,,,1,1,0
745,84.311686,-70.506462,-0.03885058757151505,0.07146962925234135,-0.5078187658124627,,0.16833437830920772,,1,1,0
746,84.382455,-70.299202,-0.41556709320441776,0.047016897001253,-0.6922047059759269,,0.11506720070423881,,1,1,0
747,84.392608,-69.45929,-13.642887710990188,-13.269548538269952,,,,,1,1,0
748,84.43914,-69.309685,-13.214098087038092,-0.40715162280398154,,,,,1,1,0
749,84.521252,-69.296501,-0.1722540621350408,-0.12826151531163177,,,,,1,1,0
750,84.576233,-69.067322,-12.585901584044079,-12.211507182773026,-13.64625764347424,,1.1021380294473584,,1,1,0
751,84.611746,-69.764206,-0.24896172085036739,0.043972730617724665,,,,,1,1,0
752,84.661939,-69.13736,-0.1259540500698435,-0.04255215153087555,,,,,1,1,0
753,84.677308,-69.017288,-13.352988242726711,-13.189822886171031,-13.374424666491338,,0.018954920727930258,,1,1,0
754,84.679486,-69.025673,-13.362155859493182,-13.259792809445997,-13.462657428581416,,0.08537335946471103,,1,1,0
755,84.690958,-66.614372,-0.0957536963158141,-0.11715632995460012,-0.2847815956593962,,-0.000988885486844282,,1,1,0
756,84.721164,-70.717834,0.1364383295500744,0.00837322511254257,,,,,1,1,0
757,84.738261,-68.948074,-0.16869389524302036,-0.15428838281408908,,,,,1,1,0
758,84.76943,-67.879074,-0.132312853059398,-0.1074792664417128,,,,,1,1,0
759,84.77477,-69.274086,-0.06214362295582987,-0.0907869694857979,,,,,1,1,0
760,84.783639,-70.337944,-15.515255442726712,-14.67675531575457,-15.945979588869427,-15.212170183950795,0.5690426431060196,0.5301366164473986,1,1,1
761,84.834334,-69.107307,-0.12918025199849303,-0.09822422301359524,,,,,1,1,0
762,84.916091,-69.20118,-13.296179045121924,-12.897943090856305,,,,,1,1,0
763,84.916984,-69.742706,-0.1638211170792463,-0.1439477165035754,,,,,1,1,0
764,84.949506,-69.267471,-0.13473361043299015,-0.1193195907101181,,,,,1,1,0
765,84.979328,-67.15332,-0.15497994106106106,-0.022149560896510323,,,,,1,1,0
766,85.004564,-69.581306,-0.02010838865025022,0.012356739090639834,,,,,1,1,0
767,85.03308,-67.099304,-0.13384743243265795,-0.021349983656941518,,,,,1,1,0
768,85.053551,-69.581863,-0.5006093470550272,-0.30019999886229165,,,,,1,1,0
769,85.067588,-66.67672,-0.15199352348034267,0.002785067574643918,,,,,1,1,0
770,85.072987,-69.515961,-0.16314989747775677,0.27468208205154987,,,,,0,1,0
771,85.074858,-69.468552,-0.30993464240576607,-0.21576071687216825,,,,,1,1,0
772,85.080661,-69.689636,-0.1463826779475852,-0.05351124543870789,,,,,1,1,0
773,85.088533,-69.3116,-0.12695857980937042,-0.10032025001903477,,,,,1,1,0
774,85.137987,-67.211502,-0.12246837305464453,-0.04515568762857747,,,,,1,1,0
775,85.145193,-69.66127,-0.08610200455491501,-0.08292292937068524,,,,,1,1,0
776,85.241643,-69.23159,-0.14204553364363726,-0.08813196099176857,,,,,1,1,0
777,85.244159,-69.25267,-0.1458495842223808,-0.10374343345581849,,,,,1,1,0
778,85.249355,-69.644539,0.03702178636646636,0.3574243985752297,,,,,0,1,0
779,85.279678,-71.507668,-0.3911363679551769,-0.3818456126609,,,,,1,1,0
780,85.284794,-67.3564,-0.038510755307507694,0.0195097035975742,,,,,1,1,0
781,85.288253,-69.180138,-3.637662446414625,-2.696523591394019,-3.880764597534995,-2.8741533172745815,0.26437096779165614,0.1926350148706799,1,1,1
782,85.289906,-69.179497,-0.144509651205043,-0.09252740209207921,-0.5163399896720406,-0.2425973432297841,0.20845723897061674,0.15228240050084274,1,1,1
783,85.313089,-69.241997,-0.11359504963894373,-0.10714159588005145,,,,,1,1,0
784,85.320522,-69.169754,-0.1746420825210695,-0.10925704997927,-0.3205663434909667,-0.07211400526505685,0.022296583780265777,-0.020695996128274885,1,1,1
785,85.375419,-69.325356,-0.08092791202137306,-0.19265475342156613,,,,,1,1,0
786,85.417021,-68.606743,-0.20160655758087387,-0.045505247214984834,-0.3170224302815736,-0.054716137001204146,0.034141761332278975,0.015122277686433705,1,1,1
787,85.419263,-69.368065,-0.09100582677449687,-0.07923829614095546,,,,,1,1,0
788,85.436136,-69.587502,-0.0720616952578812,-0.10738514527778875,,,,,1,1,0
789,85.453935,-69.297897,-0.165798155328309,-0.1085491707135322,,,,,1,1,0
790,85.465791,-70.423386,-0.09706872155466328,0.1039488792700709,,,,,1,1,0
791,85.500693,-69.212509,-0.2359741931286372,-0.022823436005879216,,,,,1,1,0
792,85.507777,-68.714325,,,,,,,1,0,0
793,85.532318,-69.280785,-0.1257624951390106,-0.05912986511883034,-0.37031328863260704,,0.0797160178457954,,1,1,0
794,85.537535,-69.216705,-12.692294590032104,-12.584210328435603,,,,,1,1,0
795,85.549741,-69.207756,-12.353278436738691,-12.097815469204644,,,,,1,1,0
796,85.564934,-68.176895,-0.6544627960795726,-0.3308136269765569,,,,,1,1,0
797,85.576602,-68.461136,-13.281462206798572,-13.232578666102421,,,,,1,1,0
798,85.58733,-69.487892,-12.429658709792582,-12.515199100771149,-13.921788470673487,-13.53236219441601,1.4390614314969028,0.9679963327637751,1,1,1
799,85.603976,-68.371994,-0.1836504990379133,-0.1174722150197649,,,,,1,1,0
800,85.605136,-69.479073,-0.16068953524837148,-0.1739523111827399,,,,,1,1,0
801,85.629423,-68.268906,-13.48659523673869,-13.060751505056505,,,,,1,1,0
802,85.649797,-69.069824,-0.08234681427839874,-0.10500867737703778,,,,,1,1,0
803,85.68147,-68.231514,-0.10736001363056147,0.027895806425261682,,,,,1,1,0
804,85.692075,-67.812019,-0.07922327193579015,0.04929676841279296,-0.3008805364464209,0.0033139088920517423,0.1309404881000873,0.03647451954952885,1,1,1
805,85.763473,-67.468979,-0.15633823329445917,0.04959238183855241,,,,,1,1,0
806,85.824277,-69.69725,-0.05357889030698715,-0.03522896197108594,,,,,1,1,0
807,85.885111,-68.3144,-0.19961061410306513,-0.146661009767044,,,,,1,1,0
808,85.92611,-68.58667,-0.20003188071129152,-0.13028342027249096,,,,,1,1,0
809,86.007315,-67.633423,-0.1108511547428801,0.06178971362784935,,,,,1,1,0
810,86.014336,-69.902939,-0.10099309231884313,-0.05205050610770279,,,,,1,1,0
811,86.050507,-69.228134,-0.023189544936190742,-0.06451244143572943,-0.2732546029566105,,-0.0446296364993124,,1,1,0
812,86.116863,-69.801651,-0.12903078340812968,-0.06732654869456844,,,,,1,1,0
813,86.136478,-67.576225,-0.11782941194559982,-0.01727622840837917,,,,,1,1,0
814,86.164983,-66.87178,-0.06538630782529964,0.027752482694143765,,,,,1,1,0
815,86.201296,-71.041496,0.12065887750032722,0.07829301083489248,-0.5751385725010429,,0.2769476275241498,,1,1,0
816,86.20323,-69.539848,-0.08240501637346398,0.00326058893118919,,,,,1,1,0
817,86.210766,-67.494606,0.2562855156780657,0.24217175090001497,,,,,0,1,0
818,86.31922,-68.99778,-0.05095200730673177,0.10973828436138433,,,,,1,1,0
819,86.332,-67.509865,-0.11566302017132912,-0.010365429627366751,,,,,1,1,0
820,86.368152,-67.688766,-0.04906428348688152,0.07783594905763991,,,,,1,1,0
821,86.476941,-67.333168,-0.08495803379668132,0.0700853270536097,-0.2369471080320249,,0.0384649893647957,,1,1,0
822,86.499385,-71.228409,-0.03704813019346531,0.25719655353627857,,,,,0,1,0
823,86.507263,-66.990051,-0.2583167879310917,-0.14155120848643854,,,,,1,1,0
824,86.528952,-67.713066,-13.49545764631953,-13.154010967917372,,,,,1,1,0
825,86.529825,-67.78405,-0.16154920872721767,0.23181701970630542,-0.2855402449605453,,0.06585338940481122,,0,1,0
826,86.542931,-68.006226,-15.63669957206803,-13.884819024365534,-15.662364615110842,-14.228483385615991,0.3530518034791701,0.3885512503984394,1,1,1
827,86.560745,-67.568611,0.06185002820536667,0.11480488338855288,,,,,1,1,0
828,86.660324,-68.772453,-0.10141174071931403,-0.03768498373550777,,,,,1,1,0
829,86.675929,-68.008675,-0.3718351988908122,-0.042121831478832306,-0.7325368946977697,,0.13171670148979864,,1,1,0
830,86.717654,-66.478897,-0.1318514942326292,-0.016519203195963783,-0.18482450881941936,0.07303730318129631,-0.019133193382474545,-0.09932199574790879,1,1,1
831,86.875798,-69.451698,-0.07425558380039732,-0.02317214036440518,-0.5991441361423018,-0.22094458045178378,0.4134849788060091,0.1936597481795026,1,1,1
832,87.000617,-66.89904,0.05559762979227045,-0.17742970825116977,-0.3585357689705777,,0.04799474947275151,,1,1,0
833,87.108805,-67.466377,-0.10251040069761963,0.02464871318994355,,,,,1,1,0
834,87.212245,-68.168159,-0.15304857545282324,0.12852617464930738,,,,,1,1,0
835,87.261889,-70.041725,-0.18315018963388852,0.08225811231567803,,,,,1,1,0
836,87.564943,-67.729652,-0.17305083479518224,0.020126150270440846,-0.316529846330571,,0.07898837341897469,,1,1,0
837,87.747479,-67.471336,-0.08190336990758595,-0.006929408539113169,,,,,1,1,0
838,87.893788,-67.519714,-0.27740974279357644,-0.08201922232894177,,,,,1,1,0
839,88.22397,-69.48793,-13.319362815181803,-13.130939535695413,,,,,1,1,0
840,88.257561,-69.996269,-0.11941587227159367,-0.0048126764059972515,-0.5918833081133581,,0.18389821741698675,,1,1,0
841,89.12085,-69.366364,-0.0601723034212025,0.025125945307500785,,,,,1,1,0
842,89.406794,-68.133484,-0.13912066120489364,-0.046287190958473445,-0.3315312283636871,,0.09372064720902706,,1,1,0
843,89.45843,-68.462112,-13.903695768475218,-13.691454599611651,-14.25336685990831,-13.987868747202175,0.35793928899519756,0.2822240370004305,1,1,1
844,90.085395,-70.364693,0.006994273978833121,0.10680596341346238,-0.5039514241494096,,0.1898072875666461,,1,1,0
845,90.110404,-69.621155,-0.09527496148571934,0.2533540087227415,,,,,0,1,0
846,90.603388,-68.215889,-0.1193772702656819,-0.06477585539817454,,,,,1,1,0
847,91.330144,-69.310341,-0.09461510102599391,-0.010343411089678511,,-1.043121746007703,,1.0284885098168957,1,1,0
