RA,DEC,ebv_eden,ebv_sf,av_eden,av_sf,av_zh,av_zh_std
77.189406,-68.761696,0.06157,1.09288,0.19518,3.72672,0.42,0.39
77.595029,-68.7733,0.06153,1.2029,0.19504,4.10188,0.42,0.39
79.877108,-68.68602,0.06025,0.4982,0.19098,1.69886,0.52,0.42
77.818942,-68.392647,0.05477,0.45842,0.17363,1.56322,0.53,0.43
75.384327,-68.178627,0.05996,0.37562,0.19007,1.28085,0.6,0.43
75.73228,-68.175018,0.05768,0.25015,0.18285,0.85301,0.54,0.43
76.481297,-67.886337,0.05246,0.23804,0.16631,0.81172,0.49,0.41
76.049455,-67.547256,0.05033,0.27624,0.15956,0.94197,0.42,0.38
76.06218,-67.251457,0.04954,0.4621,0.15705,1.57575,0.55,0.42
78.072328,-67.298462,0.05518,0.34933,0.17492,1.19121,0.6,0.4
78.184431,-67.266029,0.05589,0.3984,0.17716,1.35855,0.61,0.41
75.786776,-66.959686,0.04951,0.25835,0.15694,0.88096,0.58,0.43
76.365399,-66.6866,0.04892,0.26492,0.15508,0.90337,0.54,0.42
76.561725,-66.67942,0.04916,0.2025,0.15584,0.69054,0.54,0.41
75.816335,-66.624954,0.04761,0.1615,0.15093,0.55071,0.53,0.43
78.390618,-66.571976,0.05338,0.15221,0.1692,0.51905,0.51,0.41
76.061782,-66.539909,0.04785,0.18104,0.15169,0.61733,0.48,0.41
75.170337,-66.475151,0.04494,0.1846,0.14246,0.62947,0.48,0.44
75.787382,-66.448753,0.04648,0.12797,0.14733,0.43636,0.45,0.43
76.056509,-66.43293,0.04731,0.16541,0.14998,0.56405,0.44,0.41
76.062157,-66.431305,0.04733,0.16456,0.15002,0.56115,0.44,0.41
75.843004,-66.369789,0.04608,0.11082,0.14607,0.37789,0.42,0.41
75.45873,-66.130112,0.04298,0.17387,0.13624,0.59289,0.32,0.39
79.959579,-66.133827,0.0593,0.18511,0.18799,0.63124,0.42,0.4
76.809029,-66.055138,0.04763,0.09168,0.151,0.31263,0.44,0.36
80.445623,-71.328827,0.05802,0.18473,0.18393,0.62991,0.56,0.42
81.230202,-70.270058,0.059,0.17719,0.18704,0.60423,0.31,0.38
80.906046,-70.118706,0.05994,0.3294,0.19001,1.12327,0.37,0.37
82.419476,-70.052818,0.05587,0.36716,0.17712,1.25201,0.35,0.39
81.283955,-69.895432,0.05922,0.81589,0.18773,2.7822,0.45,0.46
80.690377,-69.847679,0.05975,1.02398,0.18939,3.49178,0.52,0.46
83.923293,-69.854126,0.05478,1.17903,0.17365,4.02049,0.59,0.42
84.104967,-69.692101,0.05541,2.81095,0.17566,9.58533,0.59,0.42
83.81932,-69.677345,0.05527,1.85233,0.17521,6.31645,0.53,0.42
80.140506,-69.543167,0.06132,0.80501,0.19439,2.7451,0.46,0.43
82.708743,-69.524811,0.05711,0.26068,0.18103,0.88891,0.31,0.38
80.343293,-69.452255,0.06135,0.24954,0.19448,0.85093,0.42,0.42
81.621463,-69.450912,0.05986,0.24822,0.18976,0.84643,0.29,0.4
82.55616,-69.437645,0.05817,0.22724,0.18441,0.77489,0.26,0.35
82.58725,-69.457428,0.05791,0.22301,0.18358,0.76046,0.26,0.36
84.182111,-69.496521,0.05671,0.87057,0.17976,2.96864,0.47,0.38
84.600885,-69.487045,0.05652,3.94302,0.17917,13.44571,0.56,0.39
84.742052,-69.488762,0.05642,5.53612,0.17885,18.87816,0.62,0.41
84.71284,-69.498001,0.05639,5.67305,0.17876,19.3451,0.61,0.41
84.018773,-69.402321,0.05754,0.64914,0.18239,2.21357,0.46,0.38
84.111621,-69.397614,0.05746,0.71987,0.18216,2.45477,0.49,0.38
84.350933,-69.432236,0.057,1.16899,0.1807,3.98625,0.51,0.38
82.594033,-69.327492,0.05932,0.28901,0.18805,0.98554,0.36,0.38
84.962987,-69.277687,0.05674,3.68839,0.17988,12.5774,0.73,0.42
81.396657,-69.226074,0.06297,0.8134,0.19963,2.77369,0.44,0.41
82.116361,-69.215927,0.06115,0.28004,0.19384,0.95495,0.4,0.39
83.923707,-69.198441,0.05777,3.82442,0.18312,13.04128,0.77,0.44
83.99922,-69.189514,0.05769,4.19316,0.18287,14.29867,0.81,0.44
84.229869,-69.193794,0.05771,6.0025,0.18294,20.46852,0.85,0.43
84.908046,-69.196167,0.05697,7.79107,0.1806,26.56754,0.84,0.44
82.126885,-69.136475,0.06208,0.47262,0.19678,1.61164,0.43,0.39
82.635222,-69.153328,0.06099,0.65256,0.19334,2.22523,0.47,0.39
84.071263,-69.184341,0.05769,4.47859,0.18288,15.27198,0.84,0.44
84.179477,-69.148239,0.05765,5.44539,0.18274,18.56878,0.86,0.44
84.29194,-69.145271,0.05762,8.42351,0.18266,28.72417,0.86,0.44
84.715095,-69.13533,0.05726,22.07406,0.1815,75.27256,0.84,0.49
82.074104,-69.071808,0.06289,0.77395,0.19937,2.63918,0.42,0.39
82.471529,-69.122398,0.06182,0.51399,0.19597,1.75269,0.46,0.39
82.856436,-69.094009,0.06071,0.68132,0.19246,2.3233,0.51,0.4
83.418096,-69.116096,0.05912,0.76176,0.1874,2.59759,0.6,0.42
84.089472,-69.113281,0.05763,3.45149,0.18268,11.76958,0.85,0.43
84.454298,-69.085632,0.05744,16.03985,0.18209,54.6959,0.78,0.46
84.539893,-69.105934,0.05741,21.43383,0.182,73.08935,0.79,0.47
84.564034,-69.067642,0.05732,21.92081,0.18169,74.74996,0.75,0.47
84.654044,-69.085487,0.05727,25.97079,0.18156,88.56038,0.76,0.48
84.65058,-69.099403,0.05729,25.43818,0.18162,86.7442,0.78,0.49
84.678093,-69.095123,0.05726,26.06287,0.18153,88.87439,0.77,0.49
84.668894,-69.099213,0.05728,25.7535,0.18157,87.81943,0.77,0.49
84.676472,-69.082802,0.05725,26.50568,0.18149,90.38438,0.75,0.48
84.673399,-69.087212,0.05726,26.27724,0.18151,89.6054,0.76,0.49
84.671604,-69.086929,0.05726,26.25394,0.18152,89.52595,0.76,0.49
84.684357,-69.101624,0.05727,25.9212,0.18153,88.3913,0.78,0.49
84.674554,-69.103889,0.05728,25.67725,0.18157,87.55942,0.78,0.49
84.680012,-69.104057,0.05727,25.75855,0.18155,87.83666,0.78,0.49
84.663114,-69.105888,0.05729,25.42467,0.18161,86.69813,0.78,0.49
84.649854,-69.102509,0.0573,25.32486,0.18164,86.35776,0.78,0.49
84.689769,-69.096565,0.05726,26.21012,0.1815,89.3765,0.77,0.49
84.737775,-69.10154,0.05722,25.00297,0.18138,85.26012,0.78,0.49
84.692281,-69.104744,0.05726,25.92778,0.18152,88.41373,0.78,0.5
84.690442,-69.106178,0.05726,25.84259,0.18153,88.12324,0.78,0.5
84.769867,-69.069397,0.05718,22.38343,0.18125,76.32748,0.73,0.47
81.973408,-69.032906,0.06357,0.72949,0.20152,2.48756,0.42,0.39
81.963349,-69.015373,0.06381,0.68066,0.20227,2.32106,0.42,0.4
81.967294,-69.006363,0.06391,0.66501,0.20259,2.26767,0.42,0.4
82.714471,-69.049652,0.06164,0.65391,0.19539,2.22984,0.47,0.4
83.600928,-69.008636,0.05893,1.10623,0.1868,3.77225,0.64,0.43
84.015786,-69.025024,0.05783,1.95632,0.18334,6.67106,0.72,0.44
84.551407,-69.01593,0.05721,13.0639,0.18136,44.54791,0.71,0.45
84.722448,-69.033546,0.05718,18.79008,0.18125,64.07417,0.7,0.46
81.969442,-68.985672,0.06413,0.59049,0.2033,2.01358,0.42,0.4
81.939353,-68.985687,0.06419,0.57285,0.20349,1.95344,0.42,0.4
82.091541,-68.996727,0.06379,0.68702,0.2022,2.34273,0.4,0.4
82.218854,-68.991371,0.06356,0.57815,0.20149,1.9715,0.39,0.39
82.233151,-68.983459,0.0636,0.53078,0.20162,1.80998,0.39,0.39
82.036095,-68.92878,0.0645,0.34645,0.20446,1.18138,0.41,0.4
82.130734,-68.898819,0.06459,0.24707,0.20475,0.84252,0.4,0.4
84.041992,-68.928085,0.0581,1.1846,0.18419,4.03949,0.62,0.42
84.134891,-68.900429,0.05802,1.04281,0.18392,3.55597,0.62,0.41
80.220844,-68.8256,0.06275,0.86756,0.19893,2.95838,0.5,0.42
81.645346,-68.868721,0.0655,1.33747,0.20765,4.56076,0.45,0.4
81.688791,-68.831322,0.06566,1.7373,0.20813,5.92419,0.46,0.4
83.585317,-68.855721,0.0594,0.75997,0.18831,2.59148,0.53,0.39
81.997478,-68.811134,0.06544,0.34761,0.20744,1.18535,0.46,0.4
82.01141,-68.811485,0.06543,0.30594,0.20742,1.04325,0.46,0.4
83.597591,-68.599701,0.06021,0.4473,0.19087,1.5253,0.55,0.4
82.967797,-68.544136,0.06313,1.85497,0.20013,6.32544,0.76,0.42
82.354256,-68.466972,0.06512,0.83823,0.20644,2.85836,0.67,0.41
80.749096,-68.029625,0.05506,2.99794,0.17453,10.22297,0.62,0.42
80.596557,-67.899345,0.05346,3.30172,0.16947,11.25887,0.56,0.43
80.561819,-67.859047,0.05306,2.26303,0.16821,7.71694,0.55,0.42
81.292764,-67.85672,0.05315,0.48995,0.16848,1.67074,0.52,0.42
80.959342,-67.764236,0.05237,0.36834,0.166,1.25604,0.51,0.42
83.104007,-67.698242,0.0527,2.30183,0.16706,7.84922,0.54,0.4
83.898897,-67.656158,0.0547,1.40842,0.1734,4.80273,0.62,0.41
84.143504,-67.675377,0.05621,0.73042,0.1782,2.49073,0.61,0.41
83.086306,-67.52153,0.05177,0.64937,0.16411,2.21435,0.48,0.39
83.496123,-67.537704,0.0525,0.90878,0.16642,3.09894,0.56,0.4
81.516514,-67.499176,0.05109,1.02052,0.16194,3.47997,0.55,0.43
81.69618,-67.479385,0.05077,1.12474,0.16095,3.83536,0.51,0.42
83.961629,-67.441521,0.05197,0.75039,0.16473,2.55882,0.54,0.42
82.08476,-67.405075,0.05093,1.03366,0.16143,3.52479,0.46,0.41
83.73109,-67.351929,0.05112,0.36672,0.16205,1.25052,0.48,0.4
80.696242,-67.206306,0.05489,0.37171,0.17401,1.26755,0.5,0.42
82.505194,-67.243576,0.05112,0.23497,0.16205,0.80126,0.31,0.37
82.705807,-67.153381,0.05075,0.14423,0.16088,0.49181,0.26,0.35
83.620125,-67.125839,0.0498,0.15122,0.15787,0.51567,0.26,0.37
83.680276,-67.06958,0.04959,0.14895,0.15719,0.50792,0.22,0.36
82.083504,-67.038734,0.0526,0.14672,0.16674,0.50031,0.34,0.41
82.509449,-67.045898,0.05149,0.18149,0.16322,0.61887,0.23,0.35
82.83041,-67.011963,0.05032,0.12762,0.15952,0.43519,0.2,0.33
83.593595,-67.023216,0.04947,0.14294,0.15682,0.48742,0.2,0.34
83.750996,-67.020187,0.0494,0.15257,0.15658,0.52027,0.21,0.35
83.079759,-66.99791,0.04991,0.11908,0.15822,0.40607,0.2,0.34
80.576873,-66.916389,0.05943,0.21885,0.18838,0.74628,0.44,0.41
84.004767,-66.844955,0.04891,0.15575,0.15504,0.53111,0.27,0.38
82.729433,-66.783691,0.05104,0.11027,0.16179,0.37601,0.27,0.38
83.257318,-66.801491,0.04984,0.11947,0.15799,0.40739,0.28,0.38
83.879608,-66.756744,0.04892,0.11246,0.15508,0.38348,0.29,0.38
84.196636,-66.762772,0.0488,0.22655,0.15468,0.77253,0.35,0.39
83.090473,-66.726135,0.05031,0.11189,0.15949,0.38155,0.31,0.39
82.062731,-66.685516,0.05384,0.10004,0.17069,0.34114,0.32,0.4
81.531756,-66.594673,0.05775,0.21726,0.18307,0.74084,0.38,0.38
82.075515,-66.481117,0.05505,0.08777,0.17451,0.29929,0.25,0.36
81.057266,-66.424736,0.06058,0.71617,0.19203,2.44214,0.45,0.4
83.078431,-66.403351,0.05116,0.97138,0.16218,3.3124,0.28,0.38
80.587785,-66.260262,0.06202,0.14268,0.19659,0.48655,0.44,0.39
81.806541,-66.273705,0.05779,0.50427,0.18321,1.71958,0.4,0.4
81.405049,-66.24147,0.05979,1.74368,0.18954,5.94596,0.48,0.4
81.608258,-66.203194,0.05906,1.43303,0.18723,4.88664,0.46,0.4
81.943503,-66.238586,0.05755,0.28213,0.18244,0.96207,0.39,0.39
82.073984,-66.144203,0.05795,0.22444,0.18371,0.76534,0.38,0.4
82.166977,-66.158905,0.05756,0.14908,0.18246,0.50838,0.38,0.4
82.295268,-66.183044,0.0568,0.09415,0.18005,0.32106,0.36,0.4
82.092332,-66.064278,0.05869,0.24635,0.18605,0.84007,0.34,0.38
82.16983,-66.106171,0.05806,0.17811,0.18404,0.60734,0.36,0.4
81.803598,-66.050995,0.05972,0.51336,0.18932,1.75055,0.37,0.38
82.227691,-66.024529,0.05857,0.17951,0.18567,0.61212,0.34,0.38
85.655485,-70.784775,0.06007,0.41385,0.19041,1.41124,0.57,0.41
87.196465,-70.560646,0.05908,0.29328,0.18729,1.00009,0.45,0.39
85.497118,-69.729179,0.05477,1.21384,0.17363,4.1392,0.6,0.43
85.050738,-69.668045,0.0553,9.08278,0.17531,30.97229,0.72,0.46
85.056237,-69.579239,0.05561,5.74279,0.17628,19.58292,0.69,0.44
85.050053,-69.521866,0.05587,4.17796,0.17709,14.24684,0.67,0.42
85.142888,-69.556831,0.05558,3.71325,0.17618,12.66219,0.66,0.43
85.153858,-69.320625,0.05633,1.68766,0.17857,5.75491,0.68,0.4
85.246491,-69.343178,0.05611,1.26517,0.17787,4.31421,0.66,0.39
86.129225,-69.337624,0.05552,1.81208,0.176,6.17918,0.83,0.4
88.296034,-69.328865,0.05023,0.16137,0.15922,0.55028,0.63,0.37
85.104934,-69.311783,0.05643,2.0376,0.1789,6.94821,0.69,0.4
85.240855,-69.258659,0.05636,1.70593,0.17865,5.81722,0.75,0.41
85.203354,-69.280922,0.05635,1.75492,0.17863,5.98429,0.72,0.41
85.105657,-69.243408,0.0566,2.69927,0.17941,9.20449,0.77,0.42
85.535084,-69.211502,0.05625,1.62663,0.17831,5.54683,0.73,0.41
85.854866,-69.248528,0.05615,1.54476,0.17798,5.26762,0.71,0.41
85.334992,-69.085365,0.05674,2.22503,0.17986,7.58736,0.74,0.43
85.560769,-68.51284,0.05623,0.27651,0.17826,0.94288,0.48,0.39
85.000957,-68.477524,0.05755,0.26457,0.18245,0.90218,0.49,0.38
85.538861,-68.458649,0.05623,0.24086,0.17825,0.82132,0.49,0.39
85.147967,-68.117111,0.05871,0.25006,0.1861,0.85269,0.57,0.39
85.44976,-67.424591,0.05664,0.18789,0.17955,0.64071,0.41,0.38
85.498134,-67.343369,0.05575,0.18705,0.17672,0.63785,0.37,0.36
85.621564,-67.328308,0.05556,0.18104,0.17613,0.61736,0.35,0.36
86.46637,-67.240532,0.05368,0.29202,0.17018,0.9958,0.28,0.36
86.252525,-67.176193,0.05361,0.42653,0.16995,1.45445,0.27,0.36
85.480018,-66.739258,0.04994,0.1273,0.15832,0.43408,0.39,0.41
85.947186,-66.585823,0.04992,0.21563,0.15824,0.73531,0.47,0.41
74.787743,-65.667702,0.03994,0.04519,0.1266,0.1541,0.35,0.4
77.812733,-65.96006,0.05098,0.08743,0.16161,0.29813,0.48,0.39
78.41177,-65.466476,0.05157,0.04885,0.16347,0.16659,0.33,0.41
79.788019,-65.155556,0.06117,0.06302,0.19391,0.21491,nan,nan
83.37404,-65.945999,0.0521,0.20218,0.16515,0.68944,0.47,0.43
80.420956,-65.868645,0.0622,0.12974,0.19719,0.44243,0.46,0.4
80.257105,-65.800743,0.06146,0.11315,0.19482,0.38584,0.49,0.41
80.746689,-65.80143,0.0641,0.13442,0.20321,0.45836,0.46,0.4
81.94343,-65.682083,0.06238,0.10984,0.19776,0.37454,0.53,0.41
