target_idx,target_ra,target_dec,n_matches_total,match_number,smash_idx,smash_ra,smash_dec,distance_arcsec,has_match
219,14.090327,-72.459961,1,1,288,14.090416391325798,-72.45995827144574,0.09748039260400275,True
220,14.094011,-72.476639,1,1,285,14.09406884996775,-72.4766229089289,0.08536787448590734,True
221,14.099992,-72.487503,2,1,282,14.099398250451411,-72.48768321192982,0.9135639316383919,True
221,14.099992,-72.487503,2,2,283,14.099999417392851,-72.48748637729808,0.06037877561580428,True
222,14.10552,-72.471741,1,1,286,14.105534220449051,-72.47172208720815,0.06980998783812306,True
223,14.113846,-72.468483,1,1,287,14.113892691104306,-72.46846467714843,0.0831549417726837,True
224,14.115696,-73.507523,3,1,228,14.115759314893772,-73.50778790359021,0.9558456748491693,True
224,14.115696,-73.507523,3,2,229,14.115631651154375,-73.50755817658832,0.14269402667420888,True
224,14.115696,-73.507523,3,3,230,14.115543483103632,-73.50743713470914,0.3461914138528934,True
225,14.127534,-72.231476,1,1,371,14.12751953872294,-72.23143209235195,0.15886395612761892,True
226,14.128729,-71.77256,2,1,415,14.128676602362813,-71.77256517162783,0.061869714338829276,True
226,14.128729,-71.77256,2,2,416,14.128655467663611,-71.77246011069185,0.3690111405912547,True
227,14.129824,-72.152824,1,1,372,14.129842745402506,-72.15275045264482,0.2655770404068687,True
228,14.148048,-72.254349,2,1,363,14.148018628441095,-72.25431388082035,0.13047202186518772,True
228,14.148048,-72.254349,2,2,364,14.147432723426089,-72.25416822177466,0.9377231786219409,True
229,14.159138,-72.310638,1,1,303,14.15909817279357,-72.31061190606624,0.10354902750387893,True
230,14.19015,-72.242996,1,1,365,14.190100403589147,-72.2429659764517,0.12102684744328401,True
231,14.200639,-71.179138,1,1,435,14.200718665078965,-71.17915806921944,0.11738997602513512,True
232,14.242771,-72.521553,1,1,280,14.24277968167868,-72.52155633417694,0.015237773814874173,True
233,14.255295,-72.14254,1,1,374,14.25532247938519,-72.14249253321142,0.17355222550609734,True
234,14.264679,-72.334267,2,1,361,14.263785807594603,-72.33430487659868,0.9852639345243931,True
234,14.264679,-72.334267,2,2,362,14.264664405535106,-72.33425464742342,0.04724115990069332,True
235,14.268831,-72.494507,1,1,289,14.268857956253122,-72.49451035861141,0.031595176549723276,True
236,14.270352,-72.241432,1,1,368,14.270326051846316,-72.24140963455241,0.08540808879511505,True
237,14.276385,-72.254517,2,1,366,14.276730086475409,-72.25464724960337,0.6026901701164994,True
237,14.276385,-72.254517,2,2,367,14.27642879571239,-72.25451347778137,0.04969923064420016,True
238,14.299565,-72.369591,1,1,345,14.299528757195652,-72.36957905622641,0.058398812316141184,True
239,14.311585,-71.504509,1,1,432,14.311645510436103,-71.50450587621083,0.07001366599748762,True
240,14.338515,-72.110527,1,1,402,14.338533614454077,-72.11049123171534,0.1304008265350947,True
241,14.347047,-72.02668,2,1,409,14.347090295785748,-72.02692322560894,0.8769320905930688,True
241,14.347047,-72.02668,2,2,410,14.347082427300867,-72.02660257342056,0.28150027700815117,True
242,14.37155,-72.161362,1,1,373,14.371589091590497,-72.1613125522232,0.18315789372563954,True
243,14.385288,-72.100685,1,1,404,14.385303326178956,-72.1006456481421,0.1426779921103737,True
244,14.391292,-72.070297,2,1,405,14.391107668927123,-72.07041975981615,0.48686714527962344,True
244,14.391292,-72.070297,2,2,406,14.391276874482964,-72.07023750614495,0.21483287124008424,True
245,14.408075,-72.058754,1,1,408,14.408140322660097,-72.05869300751115,0.2312137303026373,True
246,14.44261,-72.705765,1,1,262,14.442577456433856,-72.70576450822671,0.0348732123649876,True
247,14.472133,-72.412888,1,1,344,14.472179253291356,-72.41284064607554,0.17774357719977216,True
248,14.472561,-72.083511,1,1,407,14.47261200265829,-72.08345261969579,0.21762694960538922,True
249,14.481763,-72.422295,1,1,343,14.48181713119826,-72.42224914587973,0.1752517538654156,True
250,14.487046,-73.562134,1,1,227,14.487017183956521,-73.56216676296104,0.12154481698594204,True
251,14.506239,-72.594238,1,1,316,14.50628035465168,-72.59421708781231,0.08746991787283089,True
252,14.507126,-72.326561,2,1,346,14.507224117474555,-72.32652517219442,0.1677358861867515,True
252,14.507126,-72.326561,2,2,347,14.50712801087636,-72.32638561126232,0.6314032805371065,True
253,14.558781,-71.969238,1,1,411,14.558832982222581,-71.96919180633482,0.17609635513919816,True
254,14.596641,-72.359787,1,1,350,14.596733372581923,-72.35975149833739,0.16275617013448543,True
255,14.689378,-72.276627,1,1,369,14.689453897000968,-72.27661364274756,0.09607639441284016,True
256,14.71651,-72.348312,1,1,351,14.716559895404457,-72.34830257659026,0.06416797912965841,True
257,14.722887,-72.360008,1,1,348,14.722965430072826,-72.35997878751725,0.13557446894134528,True
258,14.727953,-72.849892,1,1,310,14.727923854793538,-72.8499392481498,0.1728842855454945,True
259,14.729435,-72.552078,1,1,317,14.729509339599655,-72.55208017407489,0.08062441383068748,True
260,14.733524,-71.976097,1,1,413,14.733620979608045,-71.97607128725669,0.1422594933345915,True
261,14.739664,-72.288078,1,1,370,14.739747530006841,-72.2880534709493,0.12715021410835153,True
262,14.775518,-71.783722,1,1,417,14.775522255039798,-71.78372833471005,0.02330227436611944,True
263,14.804474,-72.377014,1,1,349,14.804498529336593,-72.37699298678162,0.08023280876054475,True
264,14.821316,-71.810242,2,1,418,14.820462612392715,-71.81028645170424,0.9722905496441479,True
264,14.821316,-71.810242,2,2,419,14.821362616969363,-71.81026721674213,0.10481194955492826,True
265,14.872271,-72.330978,1,1,352,14.872274114633317,-72.33095014248028,0.10034479923517303,True
266,14.916991,-72.226891,1,1,375,14.91705726585873,-72.22685212464353,0.15776249423319202,True
267,14.925954,-72.163506,2,1,376,14.926084503980833,-72.1636249480327,0.4517463854027351,True
267,14.925954,-72.163506,2,2,377,14.925976517301272,-72.16348394205326,0.08319995563272047,True
268,15.005334,-72.48336,1,1,342,15.005404974815992,-72.48338425972719,0.11636841677027082,True
269,15.007992,-72.017464,1,1,412,15.008087967483268,-72.01743564877722,0.1476262278734229,True
270,15.026778,-72.428185,1,1,354,15.026848697919972,-72.42819268508286,0.08166660252857251,True
271,15.054616,-72.334679,2,1,357,15.054632313192092,-72.33467004541897,0.036834601811503505,True
271,15.054616,-72.334679,2,2,358,15.054531013127807,-72.33451577085721,0.5949142778065474,True
272,15.056647,-72.352814,1,1,356,15.056675567987716,-72.35279252062915,0.08337464039790482,True
273,15.098814,-72.631149,1,1,315,15.098893229773676,-72.63117574328975,0.12852613578927075,True
274,15.138538,-72.563477,1,1,318,15.13864881155989,-72.56349562275432,0.13705316673345366,True
275,15.145673,-72.366623,1,1,359,15.14573782349916,-72.36662800128447,0.07294877267696769,True
276,15.154256,-72.690392,1,1,314,15.154371018617923,-72.69043563175404,0.19962565146236824,True
277,15.201425,-73.687996,2,1,225,15.201468366003082,-73.68801470719161,0.08036261360409845,True
277,15.201425,-73.687996,2,2,226,15.200824798999712,-73.68777781459706,0.9926048600534682,True
278,15.210984,-72.48114,1,1,323,15.211049590332488,-72.48114226323094,0.07154378860833273,True
279,15.267479,-72.440582,1,1,353,15.267459585417352,-72.44057164894585,0.04281609831048791,True
280,15.302052,-72.268593,1,1,360,15.30207537516136,-72.26857074665445,0.08411159454105997,True
281,15.340866,-71.954842,1,1,420,15.340912694232495,-71.95482608442695,0.0774227561336025,True
282,15.444264,-72.437416,1,1,355,15.4442785558894,-72.43741718192835,0.01637441508930757,True
283,15.444664,-72.562927,2,1,321,15.444718896273864,-72.56294072477935,0.07712538578273422,True
283,15.444664,-72.562927,2,2,322,15.444751950562653,-72.56275965170774,0.6098791961210345,True
284,15.456195,-72.095955,1,1,395,15.456221007927669,-72.0959194352337,0.13122876714672232,True
285,15.554542,-72.939476,2,1,244,15.55450465323777,-72.93952472665245,0.17979609046950812,True
285,15.554542,-72.939476,2,2,245,15.554651386852248,-72.93925716252132,0.7962412096213394,True
286,15.61304,-72.279282,1,1,383,15.61309412255404,-72.27930219865519,0.09383286542635413,True
287,15.645905,-72.505547,2,1,324,15.645952271508676,-72.50555751559817,0.0636411004255076,True
287,15.645905,-72.505547,2,2,325,15.646040165127367,-72.50529350793067,0.9242206807901576,True
288,15.646989,-72.192581,1,1,387,15.647004022021846,-72.19259069925222,0.03863597468521601,True
289,15.658785,-72.135178,1,1,392,15.658852534275198,-72.13516844653101,0.0821312859154184,True
290,15.664665,-71.832069,1,1,422,15.664696096571797,-71.8320956693885,0.10215812722173336,True
291,15.664685,-72.301323,1,1,381,15.66468424465041,-72.30131876397715,0.015272073080646549,True
292,15.666333,-72.190926,1,1,388,15.666386414750074,-72.19091781286303,0.06578421096099267,True
293,15.705051,-72.156441,1,1,390,15.705086316049794,-72.15642713394438,0.06332037642717855,True
294,15.727274,-72.545883,2,1,319,15.727295955590092,-72.54589304651863,0.043244982650054185,True
294,15.727274,-72.545883,2,2,320,15.727371378432283,-72.54563662861726,0.8931481016444387,True
295,15.739019,-73.128609,1,1,242,15.739013274197765,-73.12866717902877,0.20952992297083448,True
296,15.752757,-72.503365,1,1,326,15.752807952272155,-72.5033807063199,0.07898317961574576,True
297,15.771704,-72.154785,1,1,391,15.771764488659457,-72.15479093537981,0.07006899003627216,True
298,15.781884,-72.210083,1,1,389,15.781962793149937,-72.21010476840293,0.11684181197074318,True
299,15.787205,-71.930763,1,1,421,15.787184980914764,-71.93077487451065,0.048239817865209665,True
300,15.841267,-72.84407,1,1,311,15.841325261709521,-72.84411158889894,0.16199928525005877,True
301,15.856523,-72.042595,1,1,397,15.856566369157774,-72.04261268898932,0.07982650288263121,True
302,15.898766,-72.283546,1,1,382,15.898810965180989,-72.28356382308596,0.08089130684006107,True
303,15.940762,-72.818794,1,1,312,15.940785537733388,-72.81885209354361,0.21062931385268185,True
304,15.947997,-72.071434,1,1,396,15.948028081662866,-72.07147734168481,0.15978672635789112,True
305,15.954565,-73.712296,1,1,224,15.95457502035768,-73.71236823968599,0.26025958616558853,True
306,15.977364,-72.827797,1,1,313,15.977449010611574,-72.82779070256122,0.09315682839560432,True
307,15.993419,-71.90551,1,1,423,15.993413263179614,-71.905527768092,0.06428594058196056,True
308,15.995159,-72.385849,2,1,378,15.995032515183738,-72.38594412701866,0.36913810543020403,True
308,15.995159,-72.385849,2,2,379,15.995193097869953,-72.385825499041,0.09239878021457977,True
309,16.024857,-73.818291,1,1,223,16.024801302863906,-73.8182825143308,0.06368409367190124,True
310,16.029622,-72.642746,1,1,330,16.029678473855565,-72.64272848696129,0.08748476967876734,True
311,16.050177,-72.978088,1,1,243,16.050215106271626,-72.97807573268528,0.059691001746519756,True
312,16.101214,-72.178276,2,1,393,16.101250697106583,-72.17826134782011,0.06646173103586887,True
312,16.101214,-72.178276,2,2,394,16.10194315731926,-72.17820103897259,0.8475012031356793,True
313,16.113623,-72.547836,1,1,335,16.11366603720033,-72.54782049369665,0.07263110560787152,True
314,16.180614,-71.649818,2,1,427,16.18059097240473,-71.64982296969517,0.03164215524068642,True
314,16.180614,-71.649818,2,2,428,16.18052950295905,-71.64956501461307,0.9157685712911223,True
315,16.197788,-72.044441,1,1,399,16.197810106019745,-72.044452696217,0.04873226319015792,True
316,16.230061,-72.513527,1,1,337,16.23005796101254,-72.51353906854297,0.04357094505804183,True
317,16.24057,-72.385185,1,1,380,16.24059128151299,-72.38517967982156,0.0300723136446721,True
318,16.264754,-72.108932,1,1,398,16.264813175569113,-72.10894671376501,0.08419528083582216,True
319,16.297483,-72.724457,1,1,329,16.29752299030485,-72.72448760834578,0.11819329748169358,True
320,16.299472,-71.72628,2,1,425,16.299457538812998,-71.72629184234205,0.04565076620467068,True
320,16.299472,-71.72628,2,2,426,16.299792492373488,-71.72614129701181,0.6166134573905493,True
321,16.382862,-72.763603,2,1,327,16.3820079379828,-72.76366584531412,0.9387262121997036,True
321,16.382862,-72.763603,2,2,328,16.38294327271304,-72.7636000311709,0.0873526257406528,True
322,16.445653,-71.772797,1,1,424,16.445657231344796,-71.77277659498976,0.07361239560180816,True
323,16.457567,-72.369637,1,1,384,16.457633170425495,-72.36963132701835,0.07498370513549811,True
324,16.537387,-72.402466,1,1,340,16.537468112938235,-72.40248098541566,0.10346033305455533,True
325,16.553088,-72.631592,1,1,331,16.553155173689476,-72.63159015779222,0.07249237802464488,True
326,16.562863,-72.560211,1,1,336,16.562909018964945,-72.56019382653194,0.07929391659659538,True
327,16.563437,-72.591248,1,1,332,16.563466959966394,-72.59125021176264,0.033236862207798215,True
328,16.571746,-72.462975,1,1,338,16.57174282118599,-72.46297997371681,0.018234392314747643,True
329,16.671322,-72.896004,1,1,246,16.671477117253037,-72.89601556139178,0.169427574577127,True
330,16.791081,-73.498528,2,1,238,16.790896907480565,-73.49878778649567,0.9539876881716453,True
330,16.791081,-73.498528,2,2,239,16.791069948615835,-73.49855682147212,0.1043708718932394,True
331,16.823183,-73.22393,2,1,240,16.82317276319664,-73.22415486262953,0.8095753456150154,True
331,16.823183,-73.22393,2,2,241,16.82319921299146,-73.22394893380628,0.07021269421456022,True
332,16.834747,-72.852707,2,1,247,16.834760249236226,-72.85272221470542,0.05654935690669823,True
332,16.834747,-72.852707,2,2,248,16.8356783434618,-72.85269940847233,0.9888918687341306,True
333,16.846935,-72.442535,1,1,339,16.84691299175296,-72.442581495456,0.16908140263683472,True
334,16.875432,-72.409515,1,1,341,16.875365433296672,-72.40957039866856,0.21217760376335323,True
335,16.897636,-72.276939,1,1,385,16.897624307058898,-72.27694514876012,0.025577096064361794,True
336,16.956915,-72.214272,1,1,386,16.956911567950435,-72.21429893798839,0.0970501678293708,True
337,16.976536,-72.683044,1,1,333,16.97645777877381,-72.6830841369138,0.16704444823512624,True
338,16.982439,-72.673393,1,1,334,16.982369222382665,-72.67344074548863,0.1874588264091195,True
339,17.022895,-72.14518,1,1,400,17.022902038244524,-72.14523248284908,0.18909790372336693,True
340,17.030683,-71.81395,1,1,620,17.030679942615073,-71.8139789786573,0.10437970860234651,True
341,17.048329,-72.521729,1,1,599,17.048269976127656,-72.52176845089137,0.155703032894613,True
342,17.051814,-71.691063,1,1,621,17.051836680702465,-71.69109875812492,0.13125977197573138,True
343,17.061598,-72.624634,1,1,598,17.061578098953653,-72.62465821449011,0.08975930164892777,True
344,17.063286,-72.503166,1,1,600,17.063213894591133,-72.50319959382418,0.14393297122426832,True
345,17.121713,-72.45359,1,1,601,17.121596577474705,-72.45365060044708,0.2521115681711197,True
346,17.226705,-73.999603,1,1,584,17.2265637419678,-73.99958749643316,0.1508759371767016,True
347,17.22848,-72.414505,1,1,615,17.228426751639915,-72.41447100435407,0.1353965396176357,True
348,17.314073,-72.275597,1,1,616,17.314069351212144,-72.27556186867409,0.12653598063633845,True
349,17.321614,-71.556213,1,1,622,17.321612753781128,-71.55622087571709,0.02838808742727811,True
350,17.334506,-71.411934,3,1,623,17.334027912335472,-71.41204146133389,0.6713048203125133,True
350,17.334506,-71.411934,3,2,624,17.33457210830505,-71.41194314723722,0.08270094052347969,True
350,17.334506,-71.411934,3,3,625,17.334333573455705,-71.4118103586303,0.4871072766628338,True
351,17.354747,-72.260063,1,1,617,17.35479274720138,-72.2600523903566,0.06306285258254339,True
352,17.629456,-73.466484,1,1,593,17.62939454036384,-73.46649139911999,0.068366371846082,True
353,17.689535,-73.286728,1,1,595,17.689532572440495,-73.28675604955936,0.10100968477145617,True
354,17.793628,-73.086525,2,1,596,17.79355328672803,-73.08653941346515,0.09389077928906091,True
354,17.793628,-73.086525,2,2,597,17.793118171160785,-73.08646748019719,0.5727093944370293,True
355,18.18153,-73.294205,1,1,594,18.181555486623417,-73.29423295447957,0.104034878976316,True
356,18.234879,-73.533585,1,1,586,18.234953046383367,-73.53360358080525,0.10091378023360081,True
357,18.263969,-73.205635,1,1,611,18.263947882647518,-73.2056852712569,0.18230467751463175,True
358,18.325872,-73.363472,1,1,602,18.3259025114373,-73.3635103949421,0.14175402442642077,True
359,18.409569,-73.278755,1,1,603,18.409594015019756,-73.27878217645723,0.10120800679700381,True
360,18.6571,-71.876244,2,1,618,18.657442258599342,-71.8763668842499,0.5853249298140352,True
360,18.6571,-71.876244,2,2,619,18.657009208132287,-71.87625165328508,0.10534051420490345,True
361,18.69335,-73.35096,1,1,604,18.693341228255775,-73.35097681006285,0.06118880476919402,True
362,18.752301,-73.799683,1,1,585,18.752292371660037,-73.79969733922346,0.0523435916821138,True
363,18.756336,-73.666168,1,1,589,18.756391702817208,-73.66616083033001,0.062021631550593474,True
364,18.861405,-73.337494,2,1,605,18.861450464503804,-73.337505724581,0.06311902630193063,True
364,18.861405,-73.337494,2,2,606,18.860919141062475,-73.3372548592919,0.9963380579219093,True
365,18.869048,-73.260292,1,1,607,18.86904756085415,-73.26031518548307,0.08346898101699463,True
366,19.104533,-73.146667,1,1,612,19.104505705812826,-73.1466766668866,0.04497371243941478,True
367,19.219859,-73.216873,1,1,609,19.219809396855617,-73.21690620337311,0.13017916046037342,True
368,19.275741,-73.647217,1,1,587,19.275773509659984,-73.64721252777782,0.03667416177880204,True
369,19.3377,-73.595901,1,1,590,19.33771309665602,-73.59590092638277,0.013317697188746211,True
370,19.345612,-73.35466,1,1,608,19.345587278499192,-73.35467540204374,0.06102706142970683,True
371,19.363246,-72.677254,1,1,614,19.363292142202067,-72.67725811923715,0.05163568963879108,True
372,19.417553,-73.202896,1,1,610,19.417647174421436,-73.20288067894535,0.11243205062115684,True
373,19.435629,-73.481575,1,1,592,19.43562422039727,-73.48157999086422,0.018621252391947937,True
374,19.470878,-73.62368,1,1,588,19.470839936155098,-73.6236580773667,0.08787067368288665,True
375,19.917681,-73.335297,1,1,613,19.91767893081625,-73.33529695313268,0.002142823135294017,True
376,19.928189,-73.5327,1,1,591,19.92815990012064,-73.53271007168358,0.046866815978034077,True
377,68.923506,-72.361092,2,1,436,68.9234699099949,-72.36109481336321,0.040651103841971105,True
377,68.923506,-72.361092,2,2,437,68.92379424466876,-72.36103560393069,0.3742849095207128,True
378,69.807742,-71.735428,0,0,-1,,,,False
379,70.332642,-70.115997,1,1,452,70.33264477892881,-70.11602516161207,0.10143888609716192,True
380,70.510723,-70.524918,1,1,451,70.51073836052142,-70.52491622908597,0.019507321399388593,True
381,70.779561,-70.458649,1,1,448,70.77964039338286,-70.45867797579054,0.141495105833094,True
382,70.956826,-69.304626,1,1,514,70.95683831349855,-69.30465176584947,0.09407064121705497,True
383,71.327625,-69.27739,3,1,511,71.32746021904295,-69.27750212247376,0.45495665995105183,True
383,71.327625,-69.27739,3,2,512,71.32801703184424,-69.27738086671218,0.5004665101238026,True
383,71.327625,-69.27739,3,3,513,71.3276628775353,-69.27738896182733,0.04839438809043692,True
384,71.40502,-70.251076,2,1,449,71.40466504173074,-70.2512359102422,0.71961101922113,True
384,71.40502,-70.251076,2,2,450,71.4050793454573,-70.25109080177003,0.08972640322578755,True
385,71.533928,-68.915482,1,1,526,71.53401514544697,-68.91549742300255,0.1257785537958235,True
386,71.888462,-69.242455,1,1,524,71.8884750479102,-69.24247036488735,0.05776452062124844,True
387,71.975142,-69.179344,1,1,525,71.97515849233844,-69.17934359808625,0.021153109791857274,True
388,72.030049,-69.468002,1,1,510,72.03010751932129,-69.4680077673591,0.07674991414019285,True
389,72.255617,-68.976868,1,1,519,72.25560845010301,-68.97684361016769,0.08849498868619621,True
390,72.268664,-68.907272,1,1,527,72.26865297274581,-68.90725662365088,0.05716873465667358,True
391,72.30168,-69.456535,0,0,-1,,,,False
392,72.306186,-69.787003,4,1,498,72.30628046314763,-69.78699630030343,0.11994698095976135,True
392,72.306186,-69.787003,4,2,499,72.30570271774748,-69.78713918250786,0.7756943832164052,True
392,72.306186,-69.787003,4,3,500,72.30676827137756,-69.78694300202957,0.7557749788201615,True
392,72.306186,-69.787003,4,4,501,72.30624218089018,-69.78678036309071,0.8045334651745345,True
393,72.329389,-69.431839,1,1,509,72.32944529762581,-69.43181863631169,0.10219636624654957,True
394,72.47404,-69.754547,1,1,504,72.47421381229003,-69.75453231940594,0.22288386556145828,True
395,72.485769,-69.755859,1,1,503,72.48587856541008,-69.75582751240246,0.17741779442754815,True
396,72.513294,-68.259689,1,1,543,72.51333105699071,-68.25967981235392,0.059461481935680946,True
397,72.569551,-69.969131,1,1,464,72.56962606670264,-69.96909585770855,0.15675945336328578,True
398,72.572915,-69.397163,2,1,507,72.57311720500718,-69.39741943225998,0.9580347864936503,True
398,72.572915,-69.397163,2,2,508,72.57297639047837,-69.39712881451766,0.1455806830975998,True
399,72.593866,-69.332047,1,1,515,72.59390962545777,-69.332008437264,0.14948340092774284,True
400,72.654389,-69.99234,1,1,461,72.65448892950161,-69.99230843085492,0.16752962682064768,True
401,72.662716,-69.983589,1,1,463,72.66280797600936,-69.98357347697389,0.126364960067038,True
402,72.667214,-69.712425,1,1,502,72.66738685534379,-69.71238453765852,0.26033140607115973,True
403,72.732719,-69.431274,1,1,506,72.73278732635079,-69.43124061308511,0.1480354768906412,True
404,72.782142,-70.277702,1,1,447,72.78206259168662,-70.27769190091495,0.10309365120368509,True
405,72.806542,-69.194733,1,1,516,72.80663784070984,-69.19473528679117,0.1228271740596124,True
406,72.810664,-68.962128,1,1,523,72.81069089908699,-68.96213138715893,0.03683949983491196,True
407,72.937831,-69.504936,1,1,505,72.93797383454344,-69.5049528086628,0.1899336193949041,True
408,72.937915,-69.77256,2,1,475,72.93781923860246,-69.77266786601541,0.4061989580295744,True
408,72.937915,-69.77256,2,2,476,72.9379346277916,-69.77248015637346,0.28847342098181,True
409,72.941734,-68.886284,1,1,521,72.94170315878577,-68.88623639269697,0.17599101281232268,True
410,72.976371,-69.024078,1,1,518,72.97641301889476,-69.02409125007924,0.07216346723587068,True
411,73.033181,-66.818192,0,0,-1,,,,False
412,73.039665,-70.505318,1,1,446,73.0396992084246,-70.50534823860201,0.11635845057127396,True
413,73.073257,-66.912819,0,0,-1,,,,False
414,73.080188,-69.078506,1,1,517,73.0801946097658,-69.07850232975643,0.015709192097064936,True
415,73.222376,-67.095154,0,0,-1,,,,False
416,73.245894,-69.880737,1,1,462,73.2460200985265,-69.88074216136239,0.15725085635737035,True
417,73.291444,-66.960022,1,1,578,73.29159277930366,-66.96003964559021,0.2190354726857377,True
418,73.297462,-68.648354,1,1,522,73.29738237605346,-68.64830624089217,0.2011293558792646,True
419,73.355576,-68.916763,1,1,520,73.35555843696328,-68.91672444963963,0.1406326761547723,True
420,73.394164,-67.078598,1,1,558,73.39428728150783,-67.07853560214018,0.28343828326336784,True
421,73.404957,-69.718651,2,1,473,73.40556105974265,-69.71883078442575,0.9935238556822097,True
421,73.404957,-69.718651,2,2,474,73.40508940139124,-69.71861700238912,0.20561425089843882,True
422,73.422152,-69.073898,1,1,494,73.42217316736271,-69.07384532540947,0.1915717399197675,True
423,73.512351,-69.834541,1,1,470,73.51249879265158,-69.8345206116643,0.19755697147980275,True
424,73.523972,-69.765968,1,1,471,73.52404046740938,-69.76596645329673,0.08542906418496861,True
425,73.566326,-66.301208,0,0,-1,,,,False
426,73.573663,-67.093658,0,0,-1,,,,False
427,73.59903,-70.901611,1,1,444,73.59909575116231,-70.90157312504616,0.1568101166559509,True
428,73.645546,-66.646965,1,1,581,73.64574223088778,-66.64687403266953,0.43088239562002756,True
429,73.672778,-69.4366,1,1,491,73.67288673383956,-69.4365758137783,0.1627426602597902,True
430,73.678207,-69.285744,1,1,493,73.67823710232126,-69.28571721204906,0.10377508100060943,True
431,73.691707,-68.962776,1,1,497,73.69169883339471,-68.96272944841762,0.16791768206673285,True
432,73.708893,-66.939491,2,1,576,73.70909542893617,-66.9394687496927,0.2964771651484817,True
432,73.708893,-66.939491,2,2,577,73.7087010508505,-66.93949771157716,0.27174965414816216,True
433,73.738997,-66.752464,0,0,-1,,,,False
434,73.764138,-68.222588,1,1,539,73.7641268098978,-68.2225647236902,0.08511712308934294,True
435,73.770646,-69.798615,2,1,465,73.77073128962655,-69.79869278013423,0.2994105829601121,True
435,73.770646,-69.798615,2,2,466,73.77065449972363,-69.79858445410942,0.1104717028306571,True
436,73.7762,-67.475845,1,1,544,73.77630358233864,-67.47581252075742,0.18459868012861932,True
437,73.790355,-69.486183,1,1,472,73.79041898740188,-69.48617876964744,0.08214794250167372,True
438,73.83998,-67.436485,0,0,-1,,,,False
439,73.887955,-67.338417,2,1,556,73.88864336022367,-67.33842003787883,0.9548420242737412,True
439,73.887955,-67.338417,2,2,557,73.88799593594058,-67.33837219094639,0.17101367738190987,True
440,73.919471,-69.87233,1,1,456,73.9193934357635,-69.87231470281453,0.11074943727436783,True
441,73.970039,-69.706245,1,1,469,73.96993704197708,-69.70622157429754,0.15270399691669811,True
442,73.974836,-66.416481,1,1,580,73.97474286991259,-66.41648466805663,0.13478437234132742,True
443,73.978905,-69.725128,2,1,467,73.97836609968196,-69.72519234960187,0.7110647866079763,True
443,73.978905,-69.725128,2,2,468,73.97894821959015,-69.72514351189668,0.07762308414090396,True
444,74.058839,-67.413483,1,1,554,74.05895607808037,-67.4134622233789,0.17832583928499018,True
445,74.063274,-66.20369,0,0,-1,,,,False
446,74.073144,-66.305267,0,0,-1,,,,False
447,74.108788,-69.673508,1,1,460,74.10887805990241,-69.6734853424504,0.13905774894658426,True
448,74.114236,-67.933502,1,1,542,74.11372435735846,-67.93345498246154,0.7123761437661502,True
449,74.114566,-69.379623,1,1,490,74.11469398701495,-69.37965599187706,0.20108845056755767,True
450,74.118794,-69.711594,1,1,459,74.1188913248274,-69.71161154418535,0.13692576300436526,True
451,74.127341,-66.302498,0,0,-1,,,,False
452,74.145976,-66.875214,2,1,573,74.14602859207756,-66.87520482948588,0.0813565872797524,True
452,74.145976,-66.875214,2,2,574,74.14597124825724,-66.87508646001434,0.4591930968787309,True
453,74.147677,-68.25647,2,1,534,74.14780854512277,-68.25651256236463,0.23292536608856315,True
453,74.147677,-68.25647,2,2,535,74.14768432798051,-68.25639096547036,0.2846920954076683,True
454,74.163857,-67.330376,1,1,555,74.16386778061498,-67.33034340535114,0.11829029433833463,True
455,74.166683,-69.698967,1,1,458,74.16672596876641,-69.6989838832569,0.08108366353574192,True
456,74.182526,-67.488174,1,1,546,74.18270484385627,-67.4881663365764,0.24804788493385185,True
457,74.213229,-66.530151,1,1,579,74.21317360818284,-66.53017301626592,0.11220167208565746,True
458,74.227917,-67.086021,1,1,567,74.22795526251566,-67.085987183581,0.1330288817050498,True
459,74.231543,-67.486946,1,1,545,74.23167849058626,-67.4869541236194,0.1890385061875175,True
460,74.257486,-67.995209,2,1,540,74.25750357201778,-67.99516062897416,0.17574139250102036,True
460,74.257486,-67.995209,2,2,541,74.25731887906402,-67.99499064473643,0.8177629371065518,True
461,74.284954,-67.046066,1,1,568,74.28494688123806,-67.04607795203026,0.04417283641822073,True
462,74.286438,-66.866669,1,1,572,74.28632676255639,-66.86663103465118,0.2084037355444001,True
463,74.290445,-67.022011,1,1,569,74.29039324908649,-67.02201076189405,0.07273365886789508,True
464,74.295525,-67.340118,3,1,547,74.29582786385467,-67.34033507320943,0.8872023561271826,True
464,74.295525,-67.340118,3,2,548,74.2954111539878,-67.34008980006939,0.18771732188729756,True
464,74.295525,-67.340118,3,3,549,74.29572557064695,-67.3399027546666,0.8233031216155664,True
465,74.320065,-68.410988,1,1,532,74.32002515136465,-68.41096075248728,0.11139112117248948,True
466,74.353067,-68.844727,1,1,496,74.35296888745286,-68.84474139980165,0.1376083061938266,True
467,74.420186,-66.786026,1,1,571,74.42011589141717,-66.78603031887822,0.10069155517732956,True
468,74.432613,-66.857719,1,1,570,74.43256722610687,-66.85770035996467,0.09325920160153438,True
469,74.434938,-69.521049,1,1,483,74.43498994749835,-69.52105331462018,0.06724671614662353,True
470,74.437683,-65.708374,0,0,-1,,,,False
471,74.445788,-69.215889,1,1,492,74.44585737399579,-69.21593934719435,0.20175568089601859,True
