target_idx,target_ra,target_dec,n_matches_total,match_number,smash_idx,smash_ra,smash_dec,distance_arcsec,has_match
717,83.371852,-67.338905,1,1,993,83.37188460679444,-67.33891118452289,0.05040906085134374,True
718,83.400133,-67.500008,1,1,991,83.40011992936793,-67.50000454095137,0.021893254680998932,True
719,83.401523,-69.386848,1,1,869,83.40154166918148,-69.3868319643672,0.06238922684843736,True
720,83.437062,-67.000183,1,1,995,83.43712644984356,-67.00020519559331,0.12084399296164516,True
721,83.475324,-68.799622,1,1,962,83.47532305066791,-68.79962545446458,0.012497334334713376,True
722,83.492801,-68.694839,1,1,966,83.49279947071251,-68.69485380678611,0.05334194902502998,True
723,83.504781,-70.712234,1,1,853,83.50482097597552,-70.71224975300527,0.07399886833955939,True
724,83.535131,-68.717476,1,1,965,83.53514420986751,-68.71747964798016,0.021689021219487205,True
725,83.546271,-69.42907,1,1,866,83.54628648733205,-69.42907916529073,0.038372520273807754,True
726,83.578245,-69.438858,1,1,865,83.57824375777219,-69.43885425521555,0.01357240571161682,True
727,83.579468,-67.108109,1,1,994,83.5794600203019,-67.10810073498536,0.03178325090038773,True
728,83.666828,-67.502647,1,1,984,83.66682014602446,-67.50265613891145,0.0346332785158431,True
729,83.724042,-69.133911,1,1,957,83.72417327703668,-69.1338909084559,0.18321376505845435,True
730,83.728128,-67.71991,1,1,983,83.72819745746527,-67.71990956491766,0.09481436869935396,True
731,83.805197,-69.24292,2,1,953,83.80551166801743,-69.24276811948518,0.6783357408066,True
731,83.805197,-69.24292,2,2,954,83.80521717705949,-69.2429248576039,0.03112104314859781,True
732,83.863142,-69.231224,1,1,956,83.86311247899626,-69.23122858675578,0.04114389901501696,True
733,83.899876,-69.118477,1,1,958,83.899886407424,-69.11848446081973,0.02999577153566425,True
734,83.900594,-68.534393,1,1,968,83.90066272908831,-68.53439455335617,0.09071577897352816,True
735,83.935222,-66.882256,1,1,986,83.93523006850702,-66.88222808888409,0.10112513564108423,True
736,83.955935,-66.700485,2,1,987,83.95624150300867,-66.70028911789083,0.8293096756042765,True
736,83.955935,-66.700485,2,2,988,83.95594921665621,-66.70046613459634,0.07086827699534941,True
737,84.059698,-69.191147,1,1,955,84.05976457094164,-69.19114031301076,0.08847589268248338,True
738,84.073025,-68.963707,1,1,959,84.07305178747994,-68.96371979384594,0.05761602460502494,True
739,84.080953,-68.224899,1,1,969,84.08101303547295,-68.22490249926174,0.08115928240451946,True
740,84.223679,-70.35643,1,1,851,84.22373213839569,-70.35642910542147,0.06438890283816387,True
741,84.236771,-69.271767,1,1,940,84.23673928276504,-69.2717714817311,0.04351473769513922,True
742,84.26094,-69.643074,1,1,862,84.26086337859174,-69.64295485837772,0.4395122379082983,True
743,84.266308,-69.167656,4,1,941,84.26632967493387,-69.16768013607168,0.09121356152680739,True
743,84.266308,-69.167656,4,2,942,84.26684261822794,-69.16752807263,0.8249780496052674,True
743,84.266308,-69.167656,4,3,943,84.26567979469505,-69.16777414637914,0.9098177966062679,True
743,84.266308,-69.167656,4,4,944,84.26598095497941,-69.16742960113952,0.9162990781260765,True
744,84.289308,-69.324539,1,1,939,84.28931292601224,-69.32453394177512,0.01925600332510066,True
745,84.311686,-70.506462,1,1,848,84.3117192261488,-70.50648396185544,0.08856713224637243,True
746,84.382455,-70.299202,1,1,850,84.3825056072134,-70.29921031169131,0.06831768362119166,True
747,84.392608,-69.45929,2,1,863,84.39242983468584,-69.45931394684523,0.24099487400514416,True
747,84.392608,-69.45929,2,2,864,84.39268905538026,-69.45913337293806,0.573077524552156,True
748,84.43914,-69.309685,1,1,938,84.43918088075941,-69.30966710396045,0.08279165466701056,True
749,84.521252,-69.296501,1,1,937,84.52125541201629,-69.29650521429973,0.015780725316679754,True
750,84.576233,-69.067322,2,1,947,84.57665200612357,-69.06749839124106,0.8328642638258392,True
750,84.576233,-69.067322,2,2,948,84.57632064079206,-69.067307332468,0.12447604148788274,True
751,84.611746,-69.764206,0,0,-1,,,,False
752,84.661939,-69.13736,2,1,945,84.66188188347039,-69.1376054821972,0.8867645092793706,True
752,84.661939,-69.13736,2,2,946,84.6619516611441,-69.13737986037106,0.07331684203573949,True
753,84.677308,-69.017288,1,1,950,84.6773535383056,-69.01731582727125,0.11611120240615107,True
754,84.679486,-69.025673,1,1,949,84.67952847322984,-69.02571391204324,0.1571239965940023,True
755,84.690958,-66.614372,1,1,989,84.69102552734329,-66.61437980933782,0.1005022639463967,True
756,84.721164,-70.717834,1,1,847,84.72121858006875,-70.71785650895251,0.10380853365636347,True
757,84.738261,-68.948074,1,1,952,84.73818413165723,-68.94808651781644,0.10914162044097335,True
758,84.76943,-67.879074,1,1,967,84.76948062379033,-67.87910651715316,0.13569487251417944,True
759,84.77477,-69.274086,1,1,932,84.7747494372881,-69.27409964345986,0.055666309432427674,True
760,84.783639,-70.337944,1,1,849,84.78368269840672,-70.33793748325871,0.05789784354899199,True
761,84.834334,-69.107307,1,1,936,84.83436849331092,-69.10732367472376,0.07459561721015699,True
762,84.916091,-69.20118,2,1,934,84.9160524586621,-69.20133124156578,0.5466941597763204,True
762,84.916091,-69.20118,2,2,935,84.91615123359279,-69.20117916729774,0.07705588495029535,True
763,84.916984,-69.742706,1,1,855,84.91699205838925,-69.74268674366152,0.0700467203929091,True
764,84.949506,-69.267471,1,1,933,84.94957613055925,-69.26745230278974,0.11188692025410094,True
765,84.979328,-67.15332,1,1,980,84.9794292950276,-67.15332610586722,0.14328218206531837,True
766,85.004564,-69.581306,1,1,859,85.00459653134833,-69.58132991911913,0.09531060370671511,True
767,85.03308,-67.099304,2,1,981,85.03350456674235,-67.0995153696442,0.9657968773890118,True
767,85.03308,-67.099304,2,2,982,85.03313457935523,-67.0992909181967,0.08979948074873546,True
768,85.053551,-69.581863,1,1,858,85.05352743248962,-69.58187128855825,0.042029274372520777,True
769,85.067588,-66.67672,1,1,985,85.06762568778491,-66.67668977924478,0.12133332119201336,True
770,85.072987,-69.515961,1,1,860,85.0730490662991,-69.51596195828459,0.07826763349338167,True
771,85.074858,-69.468552,1,1,861,85.07488711286895,-69.46856917431444,0.07192899576452716,True
772,85.080661,-69.689636,1,1,854,85.08066314572929,-69.68962376016805,0.044144896954292905,True
773,85.088533,-69.3116,1,1,929,85.08852518885561,-69.31158409728565,0.05810532948322159,True
774,85.137987,-67.211502,1,1,979,85.1380591328727,-67.21149602310129,0.10285710444012053,True
775,85.145193,-69.66127,2,1,856,85.14561555474819,-69.66150576276102,0.9999566503901913,True
775,85.145193,-69.66127,2,2,857,85.1451374589508,-69.66125555718801,0.08679316061018685,True
776,85.241643,-69.23159,1,1,931,85.24172650820265,-69.23157720089489,0.11613259587069799,True
777,85.244159,-69.25267,1,1,930,85.24420685944929,-69.25266433692416,0.06434959617436817,True
778,85.249355,-69.644539,1,1,841,85.24934017668764,-69.64453070263319,0.035168261063271714,True
779,85.279678,-71.507668,1,1,830,85.27968029100641,-71.50767899929228,0.039683768476327236,True
780,85.284794,-67.3564,1,1,978,85.28479563236557,-67.35637359314639,0.09509159116209187,True
781,85.288253,-69.180138,2,1,894,85.2882566817509,-69.18014107297415,0.012024013988530046,True
781,85.288253,-69.180138,2,2,895,85.28777272877802,-69.18007769288346,0.6517555159344713,True
782,85.289906,-69.179497,1,1,893,85.28992297308524,-69.17949180194877,0.028668318978500085,True
783,85.313089,-69.241997,1,1,891,85.31313122930158,-69.2419816922326,0.07707181786431527,True
784,85.320522,-69.169754,1,1,896,85.32058957022113,-69.16975501158255,0.086577413704773,True
785,85.375419,-69.325356,1,1,886,85.3753706549189,-69.32534709640217,0.06930505450989645,True
786,85.417021,-68.606743,1,1,951,85.41707957641786,-68.60674956801975,0.08047244434390334,True
787,85.419263,-69.368065,1,1,884,85.41925558784165,-69.36805678706524,0.031025579679671508,True
788,85.436136,-69.587502,1,1,840,85.43608052024621,-69.58746557692409,0.14847828518111908,True
789,85.453935,-69.297897,1,1,885,85.45391145936951,-69.29788594182055,0.04982277810793409,True
790,85.465791,-70.423386,1,1,833,85.46587427175048,-70.42335407963974,0.15262517934218753,True
791,85.500693,-69.212509,1,1,890,85.50066984060686,-69.2124789294988,0.11222491750270461,True
792,85.507777,-68.714325,1,1,897,85.50780615150086,-68.71433422358803,0.050536668909888983,True
793,85.532318,-69.280785,1,1,887,85.53237400518285,-69.28075061454827,0.1428684927990106,True
794,85.537535,-69.216705,1,1,888,85.53756614438281,-69.21668561914444,0.08031667296438846,True
795,85.549741,-69.207756,1,1,889,85.54979052002498,-69.2077289790179,0.11604863450463722,True
796,85.564934,-68.176895,1,1,909,85.5649644075298,-68.176909959368,0.06749953543593092,True
797,85.576602,-68.461136,2,1,901,85.57666142332205,-68.46114685920325,0.08772997094031278,True
797,85.576602,-68.461136,2,2,902,85.57611337561077,-68.4611330512403,0.6458904592254664,True
798,85.58733,-69.487892,1,1,842,85.58737775987072,-69.4878634790709,0.1190459883659374,True
799,85.603976,-68.371994,2,1,904,85.60437421432817,-68.37215298656392,0.778957288993678,True
799,85.603976,-68.371994,2,2,905,85.60401826726336,-68.3720135603963,0.09002222203688802,True
800,85.605136,-69.479073,1,1,843,85.60514581739432,-69.47904032010912,0.11829816298313753,True
801,85.629423,-68.268906,1,1,907,85.62942607598139,-68.26891154441998,0.020376652443899974,True
802,85.649797,-69.069824,1,1,892,85.64989780274472,-69.06981499907175,0.13362354995986633,True
803,85.68147,-68.231514,1,1,906,85.68145889963971,-68.23152616378997,0.046229461698285894,True
804,85.692075,-67.812019,1,1,917,85.69211629778147,-67.81203593803353,0.08288846013934648,True
805,85.763473,-67.468979,2,1,921,85.76310356993669,-67.4691134733735,0.7028955216410604,True
805,85.763473,-67.468979,2,2,922,85.76352091184445,-67.46899446605372,0.08641894742669155,True
806,85.824277,-69.69725,1,1,838,85.82432308904885,-69.69722976432655,0.09285118661859455,True
807,85.885111,-68.3144,1,1,903,85.88513352359689,-68.31442516050149,0.09540470090055986,True
808,85.92611,-68.58667,1,1,900,85.92608727977085,-68.58669493978951,0.0946190773836279,True
809,86.007315,-67.633423,1,1,919,86.00727266500246,-67.63343892093185,0.08153827980267199,True
810,86.014336,-69.902939,1,1,837,86.01435963400981,-69.90291829854476,0.08005445111926944,True
811,86.050507,-69.228134,2,1,882,86.0510291435511,-69.22832155524196,0.94883895445217,True
811,86.050507,-69.228134,2,2,883,86.05050769848692,-69.22809873272841,0.1269653095496903,True
812,86.116863,-69.801651,1,1,836,86.11691615171729,-69.80164572722741,0.06873918109344242,True
813,86.136478,-67.576225,1,1,918,86.136514793407,-67.576233425435,0.058931117977577864,True
814,86.164983,-66.87178,1,1,927,86.1650152261735,-66.87178117816174,0.0457661978386102,True
815,86.201296,-71.041496,1,1,829,86.20125723243993,-71.04151711811019,0.08851950734850778,True
816,86.20323,-69.539848,1,1,839,86.20333984912374,-69.5398050286013,0.20746064993713373,True
817,86.210766,-67.494606,1,1,920,86.21075126571372,-67.49458878562581,0.06521294385359869,True
818,86.31922,-68.99778,0,0,-1,,,,False
819,86.332,-67.509865,1,1,916,86.33203776653447,-67.50984165999564,0.09881726671202673,True
820,86.368152,-67.688766,1,1,914,86.36814492035995,-67.68875547069396,0.03912092114998064,True
821,86.476941,-67.333168,1,1,923,86.47696425775773,-67.33318736938506,0.07683334144972322,True
822,86.499385,-71.228409,1,1,828,86.4994055198639,-71.22837800671483,0.11408003266523442,True
823,86.507263,-66.990051,1,1,926,86.50725019423766,-66.99006088496061,0.039888428213463376,True
824,86.528952,-67.713066,1,1,913,86.5289361239568,-67.71306160717018,0.026831075220011404,True
825,86.529825,-67.78405,1,1,912,86.52982439899823,-67.78408373556726,0.12145079731898793,True
826,86.542931,-68.006226,1,1,908,86.54295689214534,-68.00623013950057,0.03795612253826478,True
827,86.560745,-67.568611,1,1,915,86.56074472560745,-67.56861595391426,0.017838074126878288,True
828,86.660324,-68.772453,1,1,881,86.66037589029662,-68.77244266798218,0.07718975039233654,True
829,86.675929,-68.008675,1,1,899,86.67589900232572,-68.00868206503809,0.04777263807425796,True
830,86.717654,-66.478897,1,1,928,86.71768910173031,-66.47886212236216,0.13530885420479363,True
831,86.875798,-69.451698,1,1,835,86.87591174285392,-69.45165178276685,0.21986285086209506,True
832,87.000617,-66.89904,2,1,924,87.00087541957991,-66.89911310668234,0.449997232917307,True
832,87.000617,-66.89904,2,2,925,87.00071575058251,-66.89903323221253,0.1415940704961618,True
833,87.108805,-67.466377,1,1,911,87.10891440380394,-67.46638399355716,0.15302018074175175,True
834,87.212245,-68.168159,1,1,898,87.21230173355916,-68.16818371936121,0.11699635368290598,True
835,87.261889,-70.041725,1,1,834,87.26185883905598,-70.04169345133326,0.11946933559272037,True
836,87.564943,-67.729652,1,1,910,87.56506526890182,-67.72963695857456,0.17538230966187074,True
837,87.747479,-67.471336,0,0,-1,,,,False
838,87.893788,-67.519714,0,0,-1,,,,False
839,88.22397,-69.48793,1,1,832,88.22400033140886,-69.48792318416486,0.04545357865712331,True
840,88.257561,-69.996269,1,1,831,88.25761566493786,-69.99623535598427,0.13856983760881078,True
841,89.12085,-69.366364,1,1,878,89.12085147577773,-69.36636922361798,0.01889798994100567,True
842,89.406794,-68.133484,1,1,880,89.40680870375576,-68.13348650727102,0.021682876849157533,True
843,89.45843,-68.462112,1,1,879,89.45847428135791,-68.46205959647438,0.19752163900359132,True
844,90.085395,-70.364693,1,1,825,90.08541317570158,-70.3646960349117,0.024552337433885664,True
845,90.110404,-69.621155,1,1,826,90.1104624002991,-69.6211484952928,0.07686523324967891,True
846,90.603388,-68.215889,0,0,-1,,,,False
847,91.330144,-69.310341,1,1,827,91.33020736525106,-69.31042137927525,0.30037935522994585,True
