ra,dec,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,Bmag_APASS,e_Bmag_APASS,Vmag_APASS,e_Vmag_APASS,gmag_APASS,e_gmag_APASS,rmag_APASS,e_rmag_APASS,imag_APASS,e_imag_APASS
73.83998,-67.436485,073.8400174,  5,-67.4364625,  3,11.318, 1,11.198, 2,11.248,10,11.225, 1,11.351, 4

73.887955,-67.338417,073.8879853, 15,-67.3383734, 19,12.802, 3,12.741, 1,12.696, 2,12.810, 3,12.940, 3

73.919471,-69.87233,073.9193486, 16,-69.8723220, 16,12.736, 2,12.685, 2,12.611, 2,12.749, 1,12.858, 6

73.970039,-69.706245,073.9700218, 53,-69.7062170, 18,12.544, 4,12.420, 4,12.388, 1,12.451, 3,12.488, 3

73.974836,-66.416481,073.9747953, 85,-66.4164912, 57,12.912, 1,12.788, 2,12.810, 3,12.826, 1,12.914, 3

73.978905,-69.725128,073.9789000, 17,-69.7251381, 48,13.199, 1,12.969, 5,12.979, 2,12.936, 6,12.967, 4

74.058839,-67.413483,074.0589524, 18,-67.4134617, 22,12.925, 2,12.806, 1,12.790, 1,12.848, 4,12.931, 4

74.063274,-66.20369,074.0633795, 16,-66.2037067, 16,13.152, 2,12.952, 2,13.006, 2,12.948, 1,13.012, 2

74.073144,-66.305267,074.0731362, 16,-66.3052675, 16,13.158, 2,13.053, 2,13.047, 1,13.096, 1,13.240, 4

74.108788,-69.673508,074.1088327, 17,-69.6734834, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

74.114236,-67.933502,074.1143371, 14,-67.9335242, 14,12.737, 2,12.468, 2,12.554, 2,12.454, 4,12.486, 2

74.114566,-69.379623,074.1146474, 17,-69.3796620, 16,13.688, 1,12.910, 1,13.209, 4,12.692, 7,12.565,13

74.118794,-69.711594,074.1188480, 47,-69.7116114, 17,13.144, 3,13.061, 2,13.015, 2,13.142, 2,13.215, 6

74.127341,-66.302498,074.1273521, 17,-66.3025042, 17,13.383, 2,13.185, 2,13.223, 2,13.209, 2,13.276, 4

74.145976,-66.875214,074.1459748, 19,-66.8751975, 16,13.384, 2,13.138, 5,13.194, 2,13.133, 7,13.114, 4

74.147677,-68.25647,074.1476753, 26,-68.2564570, 20,15.259, 3,13.929, 1,14.522, 3,13.488, 4,13.129, 1

74.163857,-67.330376,074.1638583, 15,-67.3303520, 21,12.454, 2,12.396, 1,12.344, 1,12.474, 3,12.608, 5

74.166683,-69.698967,074.1666839, 16,-69.6989792, 17,12.582, 2,11.791, 1,12.104, 3,11.548, 4,11.354, 5

74.182526,-67.488174,074.1826942, 15,-67.4881620, 16,13.487, 1,13.448, 2,13.380, 1,13.531, 1,13.676, 2

74.213229,-66.530151,074.2131474, 28,-66.5301823, 42,12.890, 3,12.818, 1,12.808, 2,12.884, 2,13.022, 5

74.227917,-67.086021,074.2279456, 20,-67.0859759, 40,13.108, 1,12.674, 4,12.840, 1,12.575, 4,12.503, 2

74.231543,-67.486946,074.2316812, 17,-67.4869570, 20,15.705, 1,14.387, 1,14.983, 3,13.706, 2,13.511, 1

74.257486,-67.995209,074.2574718, 15,-67.9951625, 15,14.134,20,13.082, 9,13.573,14,12.768, 6,12.504, 2

74.284954,-67.046066,074.2849480, 15,-67.0460792, 14,13.089, 2,12.873, 3,12.906, 2,12.876, 5,12.868, 6

74.286438,-66.866669,074.2863356, 24,-66.8666300, 18,15.586, 3,14.131, 7,14.781, 3,13.648, 6,13.199, 5

74.290445,-67.022011,074.2903715, 18,-67.0220131, 19,13.742, 4,13.680, 4,13.610, 1,13.743, 5,13.891, 7

74.295525,-67.340118,074.2955753, 16,-67.3401170, 16,13.228, 4,13.104, 1,13.107, 3,13.167, 2,13.252, 2

74.320065,-68.410988,074.3200006, 13,-68.4109653, 16,11.257,13,11.104, 1,11.175, 1,11.142, 1,11.351,10

74.353067,-68.844727,074.3531365,103,-68.8446534,119,      ,  ,      ,  ,      ,  ,      ,  ,      ,

74.420186,-66.786026,074.4201236, 15,-66.7860306, 15,15.017, 1,13.703, 1,14.316, 1,13.279, 1,12.924, 8

74.432613,-66.857719,074.4325474, 34,-66.8577117, 15,13.445, 5,13.358, 6,13.319, 1,13.395, 5,13.444, 6

74.434938,-69.521049,074.4349474, 23,-69.5210475, 16,13.293, 2,13.153, 1,13.153, 1,13.208, 1,13.272, 2

74.437683,-65.708374,074.4377009, 15,-65.7083720, 22,14.052, 6,13.254, 0,13.610, 2,13.013, 1,12.823, 2

74.445788,-69.215889,074.4458374, 16,-69.2159314, 15,14.912, 5,13.483, 1,14.107, 0,13.091, 4,12.711, 4

74.447295,-69.391327,074.4472424, 18,-69.3913395, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

74.467946,-69.392502,074.4678798, 39,-69.3925037, 32,11.758, 3,11.531, 1,11.619, 0,11.545, 0,11.379, 0

74.489212,-69.538612,074.4893130, 15,-69.5385834, 36,12.619, 7,12.556, 0,12.525, 1,12.646, 1,12.772, 1

74.512659,-68.906418,074.5127036, 14,-68.9064231, 14,13.108, 3,12.899, 1,12.937, 2,12.923, 1,13.008, 2

74.523225,-69.454338,074.5233009, 16,-69.4542962, 16,14.011,59,13.054,27,13.509,41,12.786,21,12.538, 9

74.527298,-67.241653,,,,,,,,,,,,,,

74.537554,-67.306412,074.5376618, 14,-67.3064187, 14,13.408, 4,13.328, 1,13.282, 3,13.417, 4,13.476, 5

74.565514,-70.532059,074.5656468, 41,-70.5320509, 42,      ,  ,      ,  ,      ,  ,      ,  ,      ,

74.636575,-70.346024,074.6366512, 15,-70.3460367, 15,13.739,63,12.877,34,13.411,50,12.730,28,12.472,15

74.668893,-70.527405,074.6689615, 16,-70.5274003, 20,13.063, 1,13.056, 1,12.970, 2,13.178, 2,13.354, 3

74.676973,-69.690598,074.6769159, 18,-69.6905714, 18,15.172, 7,13.461, 2,14.231, 6,12.961, 3,12.450, 1

74.714423,-67.052444,074.7144845, 16,-67.0524656, 16,13.178, 3,13.170, 6,13.073, 2,13.255, 6,13.394,10

74.717101,-69.425728,074.7171486, 18,-69.4256739, 17,13.044, 2,12.768, 1,12.835, 2,12.751, 3,12.748, 1

74.834295,-68.843079,074.8343180, 16,-68.8430378, 14,13.431, 1,12.909, 1,13.128, 0,12.821, 0,12.765, 3

74.921413,-69.4561,074.9214324, 31,-69.4560945, 19,14.847,30,13.809,20,14.217,31,13.478,19,13.067,30

74.931386,-68.523003,074.9314368, 15,-68.5229939, 15,12.146, 3,11.443, 2,11.755, 0,11.262, 0,11.125, 3

74.952992,-67.818863,074.9530859, 14,-67.8188317, 14,12.652, 3,12.547, 2,12.529, 2,12.613, 2,12.717, 2

74.964046,-70.222679,074.9640350, 14,-70.2227131, 28,12.713, 2,12.628, 2,12.580, 3,12.708, 2,12.821, 2

74.998596,-67.085793,074.9985900, 13,-67.0857964, 14,13.417, 1,13.113, 4,13.184, 1,13.071, 4,13.031, 3

75.031533,-68.449997,075.0315050, 36,-68.4500192, 19,13.860,29,12.379,28,13.082,31,11.902,28,11.315, 4

75.04305,-67.152191,075.0430315, 17,-67.1522089, 17,13.644, 4,13.561, 5,13.519, 3,13.599, 4,13.639,11

75.133394,-67.940735,075.1333730, 17,-67.9407550, 17,13.395, 5,13.322, 3,13.286, 4,13.395, 1,13.517, 1

75.136946,-70.496994,075.1370250, 26,-70.4970262, 14,12.614, 2,12.616, 2,12.522, 2,12.745, 1,12.955, 6

75.158007,-67.764633,075.1581274, 15,-67.7646334, 15,13.279, 4,13.146, 1,13.140, 3,13.174, 2,13.250, 4

75.206093,-68.119324,075.2060998, 24,-68.1193659, 25,12.891,99,12.815,99,      ,  ,      ,  ,      ,

75.206554,-68.434021,075.2065095, 26,-68.4339984, 19,13.346, 2,13.259, 1,13.217, 1,13.306, 2,13.433, 2

75.209047,-69.642174,075.2090133, 18,-69.6421512, 17,13.154, 3,13.017, 1,12.986, 3,13.100, 1,13.209, 2

75.229871,-66.637321,075.2298124, 15,-66.6373189, 16,13.687,87,12.981,62,13.533,84,12.973,61,12.622,34

75.24744,-66.644096,075.2474177, 15,-66.6440764, 81,13.576, 4,13.488, 2,13.449, 1,13.556, 2,13.738, 7

75.255055,-66.10524,075.2550018, 14,-66.1052445, 14,13.046, 4,12.969, 2,12.932, 0,13.040, 1,13.174, 4

75.343363,-70.258026,075.3432592, 17,-70.2580398, 17,12.891, 4,12.924, 1,12.815, 1,13.065, 5,13.260, 2

75.380222,-66.954361,075.3802224, 21,-66.9543587, 19,15.290, 4,13.920,10,14.554, 1,13.426, 1,13.090,10

75.386393,-68.220688,075.3863898, 19,-68.2206545, 21,12.679, 1,12.546, 1,12.547, 1,12.568, 1,12.648, 1

75.461606,-69.414696,075.4617068, 21,-69.4147106, 20,13.632, 5,13.517, 3,13.503, 1,13.623, 1,13.704, 1

75.480705,-70.525101,075.4806800, 25,-70.5250945, 18,13.742, 5,13.368, 4,13.515, 6,13.169, 4,12.947,10

75.508911,-70.1511,075.5089574, 17,-70.1510884, 17,12.916, 3,12.815, 1,12.772, 2,12.895, 2,13.001, 3

75.57528,-66.10759,075.5752509, 16,-66.1075831, 36,      ,  ,      ,  ,      ,  ,      ,  ,      ,

75.744805,-65.93792,075.7448633, 13,-65.9378645, 17,12.669, 3,12.502, 1,12.520, 1,12.517, 4,12.574, 4

75.767477,-70.950439,075.7674724, 29,-70.9504348, 20,13.465, 1,13.334, 2,13.321, 5,13.388, 3,13.515, 5

75.783619,-66.230949,075.7836780, 23,-66.2309825, 18,14.036,40,13.172,23,13.677,29,13.016,17,12.751,10

75.792006,-70.16497,075.7920224, 16,-70.1649603, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

75.849929,-68.925583,075.8499568, 13,-68.9255745, 13,12.585, 2,12.476, 2,12.450, 0,12.560, 0,12.694, 1

75.936254,-69.100464,075.9362827, 18,-69.1004620, 24,12.587, 6,12.505, 5,12.478, 3,12.594, 4,12.711, 2

75.951584,-66.133018,075.9516448, 16,-66.1329875, 15,15.364, 6,13.693, 2,14.464, 3,13.173, 3,12.683, 5

75.956276,-68.934052,075.9563027, 28,-68.9340409, 17,14.031,27,13.291,13,13.614,16,13.121, 4,12.949, 4

76.021395,-69.018661,076.0215024, 23,-69.0186245, 23,13.443, 3,13.214, 4,13.288, 1,13.262, 2,13.255, 1

76.04151,-67.330482,076.0415083, 17,-67.3304892, 14,11.782, 7,11.773, 4,11.724, 1,11.832, 1,11.989, 4

76.051742,-67.416496,076.0517142, 15,-67.4165156, 14,13.372, 5,13.170, 1,13.228, 1,13.223, 1,13.179, 1

76.059927,-66.431381,,,,,,,,,,,,,,

76.064453,-69.026779,076.0645677, 25,-69.0266981, 22,14.089, 3,13.449, 1,13.735, 1,13.271, 1,13.198, 1

76.149149,-68.748634,076.1491274, 19,-68.7486212, 21,12.313, 4,12.127, 3,12.155, 0,12.118, 4,12.201, 3

76.167037,-68.949463,076.1671100, 19,-68.9494125, 25,13.103, 1,12.981, 1,12.961, 1,13.055, 1,13.228, 1

76.209054,-68.13121,076.2090418, 18,-68.1312170, 13,12.055, 4,12.074, 4,11.974, 6,12.152, 7,12.335, 3

76.217287,-69.062897,076.2174012, 18,-69.0628295, 18,13.413, 3,12.727, 3,13.056, 1,12.594, 1,12.437, 1

76.229829,-68.551895,076.2298174, 17,-68.5519170, 16,13.616, 3,13.301, 2,13.397, 1,13.270, 1,13.246, 3

76.229918,-68.967377,076.2299883, 25,-68.9673192, 19,13.812, 4,13.302, 4,13.518, 4,13.190, 4,13.110, 5

76.304923,-68.553238,076.3049409, 22,-68.5532409,149,12.692, 1,12.592, 1,12.572, 3,12.662, 2,12.771, 2

76.336289,-70.741852,076.3363118, 14,-70.7418742, 14,11.403, 3,11.369, 5,11.376,12,11.456, 5,11.673,15

76.341489,-67.120789,076.3414780, 14,-67.1207387, 13,12.689, 3,12.472, 2,12.514, 1,12.497, 1,12.504, 1

76.371157,-68.965065,076.3711939, 19,-68.9650281, 18,13.760, 3,13.655, 2,13.633, 1,13.736, 4,13.871,10

76.424819,-67.751686,076.4247792, 13,-67.7516734, 22,12.533, 3,12.341, 1,12.375, 2,12.357, 5,12.429, 7

76.474828,-68.180702,076.4749109, 13,-68.1807014, 16,12.058,29,12.075,26,11.804, 1,11.964, 1,12.276,22

76.492217,-70.534889,076.4921774, 23,-70.5349017, 14,11.896, 4,10.987, 2,11.440,11,10.765, 2,10.633, 9

76.536993,-71.25724,076.5368883, 13,-71.2572612, 41,14.048,73,13.005,46,13.369,61,12.647,40,12.528,32

76.568824,-68.368561,076.5688224, 14,-68.3685728, 14,15.215, 3,13.517, 1,14.295, 4,13.038, 1,12.597, 4

76.580081,-71.470123,076.5800686, 32,-71.4701075, 22,13.220, 4,12.989, 3,13.040, 5,12.970, 4,13.080, 8

76.595263,-69.819595,076.5952924, 18,-69.8195912, 17,13.567, 4,13.395, 3,13.407, 3,13.511,10,13.529, 3

76.614421,-68.511215,076.6144330, 14,-68.5112350, 16,12.111, 1,11.834, 3,11.924, 5,11.799, 4,11.801, 4

76.614966,-68.364449,076.6150150, 19,-68.3644481, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

76.63928,-68.363991,076.6392848, 22,-68.3639884, 23,12.255, 4,11.916, 6,12.151, 5,11.746, 4,11.597, 1

76.68745,-68.346352,076.6874680, 14,-68.3463434, 14,13.112, 2,12.946, 1,12.964, 1,12.956, 1,13.051, 8

76.690052,-68.986404,076.6901145, 26,-68.9863370, 18,13.161, 3,12.864, 2,12.944, 2,12.843, 4,12.833, 3

76.693142,-69.049408,076.6932439, 81,-69.0494809, 18,13.187, 2,12.748, 1,12.920, 2,12.660, 0,12.557, 3

76.69987,-70.037064,076.6998768, 16,-70.0370284, 16,14.011,61,12.976,41,13.417,49,12.719,38,12.382,35

76.782532,-68.888756,076.7825945, 15,-68.8887325, 18,15.036,28,13.806,36,14.366,34,13.461,33,13.151,34

76.814063,-70.200775,076.8140715, 18,-70.2008020, 21,14.046, 5,13.283, 0,13.595, 2,13.119, 1,13.004,15

76.816581,-68.883507,076.8165871, 25,-68.8834839, 18,13.165,24,12.256,17,12.673,20,12.004,13,11.793, 9

76.828802,-68.427116,076.8288592, 20,-68.4270992, 12,13.008, 3,12.778, 1,12.816, 1,12.778, 3,12.782, 4

76.833749,-70.454239,076.8337574, 52,-70.4542462, 16,14.031,48,13.207,36,13.547,43,12.989,30,12.882,21

76.871172,-68.311821,076.8712180, 18,-68.3118587, 13,12.915, 2,12.817, 1,12.795, 2,12.859, 1,12.982, 3

76.878954,-65.3396,076.8789418, 14,-65.3395714, 14,13.039, 4,12.908, 1,12.897, 2,12.972, 4,13.062, 3

76.938948,-69.162407,076.9390089, 19,-69.1624348, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

76.976827,-69.458702,076.9769115, 50,-69.4586431, 37,13.305, 1,13.103, 1,13.117, 1,13.134, 1,13.187, 1

76.977897,-68.676727,076.9779056, 42,-68.6767075, 17,13.134, 1,12.992, 0,12.977, 1,13.061, 3,13.154, 5

76.998653,-66.655083,076.9985859, 27,-66.6550398, 15,13.225, 5,13.055, 2,13.069, 3,13.112, 2,13.208, 5

77.004271,-67.097099,077.0042189, 24,-67.0971056, 42,12.900, 6,12.664, 3,12.751, 0,12.625, 0,12.628, 1

77.02987,-66.98938,077.0298568, 21,-66.9893942, 33,13.074, 2,13.061, 5,12.999, 1,13.136, 1,13.326, 2

77.076109,-68.779739,077.0759636, 14,-68.7797317, 19,13.839,73,13.081,48,13.441,43,12.870,26,12.629,17

77.160077,-67.785843,077.1599421, 14,-67.7858564, 16,12.874, 4,12.781, 1,12.763, 2,12.866, 3,12.969, 2

77.242485,-68.48764,077.2424403, 14,-68.4876728, 14,13.440, 3,12.846, 3,13.091, 1,12.691, 2,12.557, 3

77.286327,-68.985405,077.2861918, 14,-68.9853912, 21,12.991, 1,12.312, 2,12.607, 1,12.151, 3,12.041, 4

77.333966,-70.457497,077.3339006, 26,-70.4575098, 14,13.976,21,13.003,16,13.431,17,12.748,16,12.520,28

77.357488,-70.553963,077.3574548, 20,-70.5539900, 50,13.073, 3,13.001, 3,12.949, 3,13.094, 3,13.312,16

77.366182,-68.85215,077.3661356, 18,-68.8521312, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

77.418324,-71.04985,077.4182445, 23,-71.0498931, 18,15.159, 6,13.661, 2,14.347, 3,13.173, 3,12.836, 9

77.472865,-68.612206,077.4728324, 18,-68.6121909, 24,13.560, 3,13.413, 3,13.410, 1,13.460, 3,13.563, 3

77.504119,-68.902481,077.5041239, 49,-68.9024228, 23,12.694, 4,12.317, 3,12.446, 2,12.238, 2,12.255, 2

77.527956,-67.315636,077.5280786, 16,-67.3156198, 16,13.723, 4,13.624, 1,13.610, 3,13.709, 0,13.837, 4

77.544668,-68.243187,077.5446674, 33,-68.2432053, 15,12.689, 2,12.397, 1,12.471, 1,12.370, 2,12.381, 5

77.579111,-65.274826,077.5791250, 17,-65.2748328, 21,13.435, 4,13.382, 1,13.316, 1,13.487, 4,13.648, 3

77.660807,-69.715027,077.6609677, 51,-69.7150531, 65,      ,  ,      ,  ,      ,  ,      ,  ,      ,

77.770308,-70.243507,077.7703571, 50,-70.2435445, 37,13.710, 4,12.904, 2,13.278, 3,12.705, 2,12.507, 3

77.773078,-68.018791,,,,,,,,,,,,,,

77.904951,-69.304825,077.9050142, 24,-69.3048150, 31,16.351,71,13.967, 5,14.835, 1,13.481, 1,13.014, 1

77.946825,-69.4328,077.9469100, 70,-69.4327673, 70,      ,  ,      ,  ,      ,  ,      ,  ,      ,

77.960234,-69.351288,077.9603330, 20,-69.3512870, 18,13.483, 1,13.308, 1,13.315, 1,13.341, 1,13.407, 1

77.964982,-70.576408,077.9649462, 15,-70.5764103, 20,13.313, 4,13.136, 1,13.156, 1,13.170, 4,13.342,19

77.966916,-67.166054,077.9670018, 13,-67.1660381, 12,12.621, 3,12.269, 3,12.430, 3,12.125, 1,11.954, 1

78.028352,-67.198875,078.0284427, 31,-67.1988734, 14,13.378, 4,13.335, 1,13.282, 2,13.410, 1,13.543, 1

78.141871,-65.826668,078.1418315, 14,-65.8267003, 23,13.281, 1,13.176, 1,13.163, 2,13.237, 1,13.349, 4

78.197533,-69.23555,078.1975524, 20,-69.2355525, 23,13.652, 2,13.571, 2,13.535, 1,13.689, 5,      ,

78.22591,-69.236984,078.2259374, 46,-69.2369823, 42,13.325, 1,13.208, 2,13.193, 1,13.265, 2,13.344, 5

78.285377,-70.139542,078.2853533, 17,-70.1395562, 17,14.823, 2,13.061, 9,13.886, 4,12.516, 6,12.007, 5

78.316665,-67.296463,078.3166768, 14,-67.2964525, 14,11.846, 2,11.731, 0,11.748, 4,11.761, 2,11.873, 2

78.319998,-69.556137,078.3200559, 29,-69.5561570, 24,      ,  ,      ,  ,      ,  ,      ,  ,      ,

78.37822,-69.539902,078.3782562,  3,-69.5399059,  3,10.782, 1,10.656, 1,10.628, 1,10.732, 1,10.841, 1

78.42998,-68.964081,078.4300042, 25,-68.9641184, 21,15.582, 1,13.987, 6,14.734, 2,13.446, 5,13.003, 3

78.454106,-67.446625,078.4541818, 41,-67.4466214, 77,13.449, 5,13.310, 5,13.302, 1,13.277, 1,13.366, 1

78.471043,-67.376289,078.4710789, 14,-67.3762820, 14,11.720, 4,11.403, 1,11.533, 2,11.358, 2,11.339, 2

78.473614,-67.063515,078.4736350, 14,-67.0634567, 15,13.233,74,12.379,38,12.761,56,12.135,28,11.941,18

78.507998,-67.451942,078.5080083, 20,-67.4519645, 16,11.431, 2,11.330, 1,11.408,14,11.370, 2,11.487, 2

78.518418,-67.264061,078.5184327, 13,-67.2640437, 13,11.701, 2,11.457, 1,11.579, 9,11.451, 2,11.501, 1

78.546107,-69.543488,078.5460180, 42,-69.5435148, 13,11.400, 1,11.125, 1,11.180, 1,11.153, 1,11.200, 1

78.56421,-68.978951,078.5642183, 25,-68.9790239, 22,14.923, 2,14.311, 6,14.591, 2,14.121, 8,13.938, 5

78.578573,-67.263702,078.5786268, 13,-67.2637181, 14,13.860, 1,12.195, 2,12.986, 3,11.666, 0,11.201, 2

78.870786,-66.810394,078.8707730, 14,-66.8104023, 32,13.269, 2,12.545, 2,12.859, 1,12.361, 3,12.300, 3

78.901303,-69.431702,078.9013153, 32,-69.4317428, 22,      ,  ,      ,  ,      ,  ,      ,  ,      ,

78.933622,-68.991867,078.9335848, 39,-68.9918728, 30,13.140, 4,12.988, 3,12.983, 1,13.024, 7,13.077, 4

79.075968,-67.240059,079.0759668, 28,-67.2400495, 14,12.474, 3,12.352, 1,12.340, 1,12.403, 3,12.478, 2

79.170383,-69.656197,079.1706168, 69,-69.6562620, 69,      ,  ,      ,  ,      ,  ,      ,  ,      ,

79.386792,-69.752083,079.3868265, 14,-69.7520887, 14,11.944, 7,11.840, 1,11.804, 2,11.885, 1,11.971, 3

79.434664,-69.342567,079.4346798, 17,-69.3425912, 28,13.169, 1,13.137, 1,13.031, 1,13.236, 1,13.435, 1

79.554313,-69.874611,079.5543118, 28,-69.8746314, 16,13.033, 6,12.929, 1,12.892, 0,12.992, 0,13.096, 1

79.557173,-68.49041,079.5572133, 19,-68.4904198, 20,13.160, 2,12.965, 2,12.986, 1,12.980, 4,13.005, 3

79.579719,-68.718452,079.5797559, 29,-68.7184509, 16,13.466, 4,13.094, 4,13.228, 1,13.013, 3,12.972, 2

79.593344,-69.545151,079.5933745, 16,-69.5451537, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

79.594847,-69.488861,079.5948277, 17,-69.4888778, 16,13.068, 1,12.896, 1,12.905, 1,12.984, 1,12.937, 1

79.604903,-69.686317,079.6048627, 19,-69.6863223, 28,12.992, 7,12.961, 1,12.890, 2,13.055, 2,13.143, 5

79.712597,-72.120125,079.7125574, 15,-72.1201442, 16,14.864, 5,13.432, 2,14.094, 2,13.006, 4,12.664, 4

79.815808,-68.934425,079.8158039, 21,-68.9344262, 16,14.750, 8,13.331, 7,14.034, 4,12.830, 7,12.336, 3

79.846065,-65.858719,,,,,,,,,,,,,,

80.009071,-68.063393,080.0090789, 14,-68.0633931, 14,13.076, 2,11.960, 0,12.463, 1,11.666, 3,11.439, 0

80.035374,-68.918663,080.0354080, 16,-68.9186723, 15,13.195, 2,12.852, 5,12.935, 1,12.796, 1,12.786, 5

80.095831,-69.038193,080.0958759, 15,-69.0382112, 18,14.331, 2,13.194, 1,13.601, 1,      ,  ,      ,

80.105058,-69.498871,080.1050639, 66,-69.4988812, 14,13.411, 2,13.342, 1,13.248, 1,13.403, 1,13.574, 1

80.180023,-69.487755,080.1800586, 13,-69.4877698, 13,13.284, 1,13.221, 1,13.115, 1,13.220, 1,13.252, 9

80.265148,-68.048332,080.2651324, 25,-68.0483514, 15,12.639, 3,12.501, 1,12.518, 1,12.538, 1,12.592, 2

80.313532,-69.444946,080.3135527, 12,-69.4449403, 22,11.361, 1,11.297, 1,11.231, 1,11.416, 1,11.596, 1

80.325135,-69.513069,080.3251256, 13,-69.5130892, 13,13.534, 1,13.167, 1,13.252, 1,13.092, 1,13.078, 1

80.325806,-66.908684,080.3258003, 18,-66.9087025, 25,13.033, 1,12.875, 1,12.878, 1,12.858, 1,12.907, 0

80.54487,-69.096001,080.5449118, 19,-69.0960253, 37,12.766, 4,12.642, 4,12.629, 1,12.663, 3,12.725, 7

80.574008,-69.353386,080.5739921, 31,-69.3534192, 26,13.404, 1,13.322, 1,13.262, 1,13.403, 1,13.556, 1

80.590077,-69.404907,080.5900674, 41,-69.4049214, 15,12.762, 1,12.550, 1,12.556, 1,12.562, 1,12.607, 1

80.629679,-65.371346,080.6297262, 32,-65.3713262, 22,13.565, 3,12.846, 2,13.178, 1,12.676, 3,12.469, 2

80.637892,-68.277718,080.6379133, 22,-68.2777292, 17,12.997, 1,12.938, 1,12.891, 1,13.006, 1,13.133, 2

80.648671,-68.899925,080.6487303, 16,-68.8999245, 16,13.674, 5,13.226, 6,13.413, 0,13.069, 5,12.912, 4

80.743821,-65.801697,080.7438900, 16,-65.8016995, 44,13.209, 0,13.008, 1,13.060, 2,13.024, 0,13.064, 2

80.802722,-68.781891,080.8027386, 16,-68.7819512, 23,13.092, 3,13.026, 5,12.984, 1,13.065, 4,13.130, 4

80.84795,-69.656616,080.8478580, 39,-69.6566164, 13,12.837, 6,12.651, 2,12.658, 5,12.704, 3,12.754, 4

80.906945,-68.777267,080.9070100, 19,-68.7773148, 19,15.799, 3,14.258, 2,15.013, 8,13.767, 8,13.222, 3

80.984144,-65.937645,080.9842889, 19,-65.9377106, 18,15.662, 6,14.021, 2,14.875, 4,13.495, 2,12.984, 1

80.987903,-69.777115,,,,,,,,,,,,,,

80.988021,-69.776245,080.9877833, 50,-69.7762773, 36,16.332,19,14.929, 1,      ,  ,      ,  ,13.484,11

81.00443,-71.160744,081.0044277, 43,-71.1609084, 42,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.007614,-69.85527,081.0075974, 15,-69.8552673, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.067416,-69.658638,081.0673674, 15,-69.6586356, 21,15.207, 2,13.677, 4,14.413, 9,13.214, 5,12.733, 2

81.086366,-67.662697,081.0863665, 19,-67.6627064, 19,15.664, 1,14.198, 2,14.894, 1,13.709, 1,13.267, 1

81.107683,-69.514938,081.1077068, 16,-69.5149695, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.121322,-72.285049,081.1213798, 17,-72.2850467, 17,14.433,65,13.668,35,14.002,48,13.445,26,13.205,12

81.135044,-68.498512,081.1351368, 22,-68.4985337, 14,14.627, 5,13.032, 1,13.808, 6,12.559, 5,12.122, 1

81.156232,-69.532639,081.1562439, 16,-69.5326525, 14,13.428, 3,13.284, 1,13.292, 4,13.313, 3,13.379, 1

81.184848,-69.630096,081.1849074, 14,-69.6301231, 23,12.384, 5,12.173, 1,12.210, 1,12.195, 2,12.244, 2

81.271244,-72.03624,081.2711777, 18,-72.0362634, 37,14.280, 3,14.014, 1,14.083, 1,13.999, 3,14.031, 7

81.279504,-66.04464,081.2794477, 18,-66.0446125, 67,13.349, 2,13.288, 2,13.259, 1,13.338, 1,13.429, 1

81.284448,-67.644135,081.2844409, 16,-67.6441548, 38,13.796, 5,12.652, 4,13.191, 4,12.332, 5,12.042, 3

81.294778,-66.265808,081.2948198, 17,-66.2658020, 18,13.157, 3,12.965, 1,13.003, 1,13.005, 3,13.060, 4

81.320819,-69.582993,081.3209245, 16,-69.5829775, 14,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.351781,-66.568855,081.3518162, 20,-66.5688548, 24,14.327, 4,13.626, 1,13.987, 2,13.420, 1,13.240, 3

81.353718,-69.862534,081.3536986, 17,-69.8625481, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.401093,-69.037949,081.4011171, 18,-69.0379428, 19,14.778, 6,13.925, 5,14.388, 1,13.609, 1,      ,

81.40648,-65.975014,081.4064824, 18,-65.9749995, 15,13.408, 1,13.274, 1,13.285, 0,13.336, 2,13.439, 5

81.421781,-69.241486,081.4218027, 13,-69.2414848, 13,13.182, 1,12.489, 1,12.761, 1,12.318, 1,12.172, 1

81.460458,-66.405823,081.4604862, 33,-66.4057939, 22,      ,  ,      ,  ,      ,  ,      ,  ,      ,

